gene,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
NAA10,1.901865167,3.56829,1.4178244,1.1,2.22709,1.27492125
NAA11,0.1,0.1,0.1,0.1,0.1,0.066402125
NAA15,3.600656667,4.63309,3.264132,8.8,1.22856,4.2027925
NAA16,1.521853083,2.76029,2.860624,1.5,1.5399845,1.9706325
NAA20,9.991625,16.1256,8.265354,28.0,3.243025,2.55124
NAA25,2.004589167,4.55597,2.49943,2.5,0.5823915,1.7031025
NAA30,1.336769667,2.14172,0.8934854,0.9,0.603263,1.03397525
NAA35,4.1706075,5.89504,3.81346,2.6,1.0633515,2.563265
NAA38,0.8509895,1.72119,1.368472,1.0,0.4085555,1.2144425
NAA40,1.0949265,0.438886,0.7059382,2.2,0.6410235,0.25084085
NAA50,2.97366,4.81372,1.72287,4.7,0.777992,1.7131075
NAA60,2.790103333,2.65164,1.4998368,1.4,3.856225,1.66657
NAAA,1.26727375,3.75129,0.7296298,4.8,2.078939,1.06210825
NAALAD2,0.196710667,4.74888,2.34553,0.3,0.1755675,1.482325
NAALADL1,0.1,0.1,0.1,0.1,0.133083,0.1
NAALADL2,1.07961875,0.291303,0.711081,0.5,0.522396,0.31027225
NAB1,2.197361667,3.96778,4.1957,5.0,3.15029,2.1416325
NAB2,0.573352417,0.824163,0.3008924,3.1,0.1,0.12399925
NACA,71.71381667,163.875,169.281,168.9,51.2655,23.762
NACA2,0.176640833,0.1,0.1,0.1,1.77103,1.320441
NACAD,0.78798025,0.250834,1.3214108,0.1,0.287286,0.65693825
NACAP1,0.153514417,0.1,0.1,0.1,0.87592,0.41359795
NACC1,0.501890167,0.1,0.1428116,0.1,0.2859745,0.11027245
NACC2,22.1595,5.84737,6.45994,0.7,1.0391175,2.9474125
NADK,0.824371917,0.446523,0.3662012,0.5,0.6250805,0.2628811
NADKD1,24.08075,6.39328,3.244614,1.8,1.447155,3.879775
NADSYN1,0.57500925,0.516031,0.416152,1.1,1.055194,0.22143165
NAE1,5.9469075,12.8981,7.050372,3.0,1.870886,5.0052825
NAF1,2.314311083,4.56089,2.26089,7.1,1.3407,5.7641775
NAGA,1.811434167,0.714986,1.0994584,7.8,0.6241995,0.238896225
NAGK,2.530923333,1.58844,2.526806,8.5,1.4033755,0.460589
NAGLU,0.440304167,0.1,0.1766872,0.4,0.1465515,0.059525525
NAGPA,0.27716275,1.26174,0.1259724,0.3,0.1379315,0.99574225
NAGS,0.1,0.1,0.1,0.1,0.597113,0.1
NAIF1,0.266366833,0.1,0.186566,0.4,0.269118,0.077435575
NAIP,3.211264167,2.61557,9.95683,29.3,1.32487,3.4106875
NALCN,2.366514167,8.20455,4.670262,0.1,1.080963,2.3378025
NAMPT,3.11196,5.11952,3.771136,16.5,12.826,5.4257725
NANOG,0.17009325,0.1,0.1103966,0.1,0.12506,0.097013675
NANOGNB,0.1,0.1,0.1,0.1,0.1,0.1
NANOS1,1.383207417,1.7576,0.5742548,0.7,0.216925,0.47626325
NANOS2,0.1,0.1,0.1,0.1,0.1,0.1
NANOS3,0.1,0.1,0.1,0.1,0.1,0.1
NANP,0.618836,0.764052,0.3078642,0.8,0.15545,0.3831675
NANS,0.979194333,3.812,1.1056664,5.9,1.016275,0.548665
NAP1L1,9.777836667,18.3218,29.30044,21.5,4.44153,9.0718075
NAP1L2,0.899486917,13.4661,1.146167,0.1,0.628223,3.38799
NAP1L3,4.548400833,63.3377,7.204192,0.3,1.6493005,14.8833
NAP1L4,4.729920833,3.67206,5.67213,1.9,1.36573,1.85153
NAP1L5,7.7463875,80.3674,6.864068,1.5,3.42077,17.428975
NAP1L6,0.16658375,0.12511,0.581122,0.1,0.1,0.13869125
NAPA,1.36033175,0.83515,0.7341784,0.8,1.333845,0.32759025
NAPB,1.8578425,44.5945,2.58172,0.7,1.55992,8.436765
NAPEPLD,5.431291667,4.98659,7.450032,0.4,0.957907,4.444955
NAPG,8.971193333,22.7561,10.376406,8.7,3.31796,5.0799325
NAPRT1,0.123775667,0.1,0.1,0.1,0.1,0.08412755
NAPSA,0.1,0.1,0.1766864,0.1,0.1,0.1
NAPSB,0.10210125,0.1,0.283948,0.5,0.1,0.1
NARF,1.908246667,3.15991,0.9008634,1.2,1.533235,0.80664275
NARFL,0.237162167,0.121958,0.1,0.1,0.1,0.08753715
NARG2,2.495525833,2.9011,4.26559,3.2,1.37425,1.164275
NARS,22.19328333,38.3155,18.93586,14.6,5.818415,8.6139825
NARS2,2.520160833,3.1381,1.7295112,1.7,1.0241695,1.140551
NASP,10.96331667,11.131,14.183268,10.8,6.23695,4.98519
NAT1,0.22011875,0.1,0.3176858,1.2,0.1852545,0.0683489
NAT10,3.187115833,2.00874,1.610193,1.5,0.9161315,0.8472935
NAT14,1.310738667,0.1,0.1601194,0.1,0.9436755,0.195491725
NAT16,0.11394575,0.335889,0.1419426,0.1,0.1,0.073100175
NAT2,0.232831917,0.1,0.1,0.1,0.1,0.10635615
NAT6,0.29731025,0.1,0.1425618,0.1,0.6503335,0.11712055
NAT8,0.1,0.1,0.1,0.1,0.1,0.21284375
NAT8B,0.1,0.1,0.1,0.1,0.106814,0.1
NAT8L,9.8082775,1.93458,0.931738,0.2,0.1244075,0.199169675
NAT9,0.597989583,0.68963,0.4555986,0.5,0.335239,0.543259
NAV1,6.867824167,3.674,9.28988,1.3,1.47246,4.0823325
NAV2,5.785250833,2.18009,0.7879426,1.1,1.033382,1.44219
NAV2-AS4,0.113176417,0.1,0.1151218,0.2,0.1,0.130335325
NAV3,4.9678475,7.94863,5.98608,14.8,1.57515,4.1175875
NBAS,4.489123333,5.2398,4.499206,3.0,1.632165,2.3361675
NBEA,1.597389333,17.7772,1.94509,2.0,1.787625,10.034005
NBEAL1,3.44701,1.23655,1.6930004,1.8,1.40036,2.34215
NBEAL2,0.1063845,0.1,0.1,0.1,0.1770795,0.049246725
NBEAP1,0.14256425,0.704938,0.4749652,0.1,0.3480105,0.1
NBL1,0.295750333,0.1,0.1,0.1,0.400179,0.1
NBLA00301,0.1,0.1,0.1,0.1,0.1,0.1
NBN,3.5678125,5.35764,3.831952,2.7,2.58013,3.80936
NBPF1,2.11142,1.16289,1.8509972,1.6,1.090283,0.931691
NBPF10,2.099543417,0.375349,0.320241,0.7,0.4828,0.58067325
NBPF11,0.23316575,0.1,0.1,0.1,0.258146,0.48629725
NBPF11,0.188827333,0.1,0.1,0.1,0.2313915,0.49997175
NBPF14,3.987278333,1.01605,0.6507036,1.6,0.674461,1.028118
NBPF15,0.44092225,0.548735,0.272654,0.5,0.558188,1.09258125
NBPF16,2.395471917,3.33416,1.4781264,2.2,0.5779415,0.939768
NBPF16,2.130416583,1.58606,0.808004,2.4,0.290373,0.41987525
NBPF22P,0.1,0.1,0.1,0.1,0.1,0.1
NBPF24,0.890182083,1.15146,0.6890362,0.9,0.193846,0.3316221
NBPF24,0.849963583,1.06488,0.673971,0.8,0.244576,0.335019125
NBPF3,0.34719,0.374189,0.2511106,0.1,0.2664555,0.25742325
NBPF4,0.1,0.1,0.1,0.2,0.1,0.1
NBPF6,0.1,0.1,0.1,0.1,0.1,0.1
NBPF7,0.1,0.1,0.1,0.1,0.1,0.0918593
NBPF9,1.388560417,0.412931,0.4846868,1.0,0.9102605,0.4743345
NBR1,18.11785833,11.1341,18.142,9.1,5.32656,6.30903
NBR2,3.51752175,0.199468,1.7030848,1.5,1.9503185,0.3406465
NCALD,1.011586167,33.2097,8.798084,0.2,2.15701,3.8539825
NCAM1,45.920275,53.841,36.60606,0.6,2.82306,14.089305
NCAM2,16.89633083,37.6561,20.5069,0.3,1.995695,23.2028
NCAN,80.650975,6.55307,3.063065,0.2,2.0675035,7.7990675
NCAPD2,0.943293167,0.347718,0.9248874,0.7,0.2324955,0.204511725
NCAPD3,0.923802167,1.52267,1.3324252,1.3,0.2071215,0.420813
NCAPG,0.1,0.1,0.156161,0.1,0.1,0.1
NCAPG2,0.32210425,0.368319,0.4648038,0.4,0.134317,0.170353225
NCAPH,0.1,0.1,0.174449,0.1,0.1,0.037964725
NCAPH2,0.210856667,0.145803,0.1319772,0.1,0.204943,0.1880034
NCBP1,7.902664167,6.29962,3.880258,4.6,1.1012605,2.472135
NCBP2,9.984370833,11.9757,5.478398,7.5,1.506035,4.5302925
NCCRP1,0.1,0.1,0.1,0.1,0.1,0.1
NCDN,1.759107083,4.27585,0.466143,0.2,1.0179015,4.1455525
NCEH1,7.552154167,13.4319,1.0421142,2.1,1.30107,3.2772675
NCF1,0.10309825,0.1,0.1762038,0.6,0.1,0.06814195
NCF1B,0.1,0.1,0.1,0.1,0.1,0.1
NCF1C,0.1,0.1,0.1,0.4,0.1,0.082786325
NCF2,0.2340445,0.117064,0.7005818,8.7,0.1705795,0.200796
NCF4,0.13443725,0.1,0.2162772,4.2,0.1,0.1201916
NCK1,2.19215,3.54575,2.217894,4.5,0.9954995,1.19440125
NCK2,3.002273167,3.91379,0.7535626,6.2,3.04052,7.999925
NCKAP1,25.52999167,46.7441,12.273454,2.5,11.777,33.35595
NCKAP1L,0.774040333,0.310196,4.087712,35.9,0.219019,0.66383875
NCKAP5,3.04333,1.20431,5.179442,3.9,0.2527875,1.5307975
NCKAP5L,0.112945583,0.1,0.1045792,0.2,0.1,0.077100695
NCKIPSD,0.539405333,0.754081,0.3032346,0.2,0.4447365,0.57542125
NCL,68.30294167,76.6166,126.19874,85.2,37.55035,93.389775
NCLN,0.18355675,0.1,0.1,0.1,0.1,0.081395175
NCOA1,24.30786667,23.3655,9.067132,8.2,8.945255,15.26785
NCOA2,10.8410425,16.8594,5.395042,7.3,2.71747,4.9125025
NCOA3,3.186814167,5.14697,3.58991,15.7,2.641865,2.1906125
NCOA4,25.26371667,10.3623,28.56098,57.1,10.23524,4.895515
NCOA5,2.517441667,3.96824,2.087946,3.1,1.0526665,0.395509725
NCOA6,5.514863333,5.7246,4.697752,3.6,3.05295,3.2126575
NCOA7,1.674451417,15.0503,12.339368,18.7,3.349415,7.36853
NCOR1,9.606930833,9.62605,8.067526,11.3,4.069085,18.878675
NCOR1P1,0.1,0.1,0.1,0.1,0.1353635,0.1
NCOR2,0.450163833,0.158628,0.2907046,0.6,0.596016,0.6611755
NCR1,0.1,0.1,0.1,0.1,0.1,0.1
NCR2,0.1,0.1,0.1,0.1,0.1,0.1
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCR3,0.1,0.1,0.1,0.1,0.1,0.09714395
NCRNA00185,0.160116,0.896016,0.2367524,0.4,0.1,0.356584
NCRUPAR,0.1,0.1,0.1,0.1,0.1,0.1
NCS1,0.981117417,1.49741,0.3050634,0.6,0.752592,1.0455445
NCSTN,18.08591333,8.66861,8.748518,7.2,7.114995,1.03090025
NDC80,0.1,0.1,0.113212,0.1,0.1,0.087204625
NDE1,2.3231025,0.258189,6.307122,1.9,2.512855,0.8303695
NDEL1,1.822205,7.56804,3.468706,10.7,2.59213,1.0835035
NDFIP1,12.36179333,40.7275,7.311956,6.4,2.413225,7.3388325
NDFIP2,1.465662667,6.57502,4.121522,0.4,0.651819,2.59032
NDN,10.34379,36.8861,10.605358,1.6,3.85243,8.578185
NDNF,0.47910325,16.9427,0.1,0.1,0.542245,1.77149875
NDNL2,1.95597925,3.78516,3.288886,2.3,1.001718,0.37334275
NDOR1,0.102796583,0.1,0.1,0.1,0.1,0.07498955
NDP,15.25855833,2.81748,3.64039,0.1,0.1775495,1.534501
NDRG1,14.69602833,3.8246,59.998,2.3,10.32826,1.81764
NDRG2,285.3996667,19.9785,79.27638,7.9,22.28175,21.0469775
NDRG3,10.4428675,26.4232,11.343486,7.2,3.886755,8.1773425
NDRG4,45.40706667,82.7082,5.47072,0.4,5.29354,31.52745
NDST1,3.382236667,0.728866,0.968,0.3,1.23437,0.683019
NDST2,2.802818333,1.38792,1.3161292,6.9,1.138435,0.63286475
NDST3,0.1006015,3.02239,0.3678932,0.1,0.773364,1.903265
NDST4,0.1,2.04354,0.1034046,0.1,0.1,0.2057332
NDUFA1,62.361125,150.054,38.10876,24.7,31.4713,16.75409
NDUFA10,4.5841125,9.7039,4.357062,2.8,1.539675,2.8399175
NDUFA11,0.7603225,0.787681,0.4752216,0.6,0.92184,0.29688875
NDUFA12,27.95645833,69.7059,25.73756,9.7,14.30715,9.9777625
NDUFA13,3.95483025,1.43657,1.159694,1.5,4.13705,0.5138905
NDUFA2,14.83590417,16.1312,10.710612,7.4,7.261395,3.242925
NDUFA3,3.265588167,1.75638,1.2228932,1.3,7.899935,1.18928875
NDUFA4,29.25553667,98.0818,34.59528,9.8,33.66605,12.4070925
NDUFA4L2,0.1,0.1,0.1,0.1,2.8888185,0.084930225
NDUFA5,9.867471667,26.9096,7.075526,2.1,3.47936,10.8331975
NDUFA6,16.6050625,19.2239,8.460834,6.1,6.178215,4.0772525
NDUFA7,6.288684167,6.32468,2.1312286,1.5,4.007865,0.96378825
NDUFA8,24.44508333,38.8598,16.228818,5.4,10.735335,2.8102025
NDUFA9,12.6836825,17.2662,6.845138,5.6,2.260695,2.75222
NDUFAB1,20.45539167,61.553,13.877146,6.8,7.93652,4.4833425
NDUFAF1,6.4515675,6.72586,5.952214,2.2,0.4267485,2.004475
NDUFAF2,2.514814167,8.75599,7.782658,1.8,4.40527,2.5938375
NDUFAF3,5.2723725,1.69871,2.39504,1.8,6.54597,1.935105
NDUFAF4,2.601808333,10.5144,2.699426,1.8,2.20698,2.0589525
NDUFB1,14.96142,45.1707,21.98288,8.4,11.81245,4.82464
NDUFB10,13.9324925,20.7403,10.239938,4.4,11.90995,1.68096675
NDUFB11,4.448373333,3.40495,3.680196,3.7,2.514245,0.7104425
NDUFB2,50.71055833,72.9478,58.77072,29.5,36.39525,19.253355
NDUFB3,27.27978333,28.5634,19.39102,8.5,12.19761,5.3690925
NDUFB4,32.4218,33.1871,18.63567,11.9,16.0765,6.5083925
NDUFB5,32.180725,63.5436,18.210538,9.4,6.73154,7.6381975
NDUFB6,13.24501917,22.5484,14.906376,4.5,7.22753,2.89421
NDUFB7,0.373344667,0.1,0.2703282,0.2,0.488672,0.13737175
NDUFB8,29.28646667,65.6817,43.13834,21.6,44.71875,7.7342275
NDUFB9,68.76255,96.7768,80.89698,22.7,94.68495,14.7937125
NDUFC1,8.9378725,20.6688,7.760658,3.2,2.07549,1.689885
NDUFC2,4.761284167,12.3899,4.554326,1.9,1.113705,1.55547525
NDUFC2-KCTD14,0.1,0.1,0.1,0.1,0.1,0.1
NDUFS1,20.067925,22.5712,10.20034,5.9,3.52111,5.3280625
NDUFS2,11.29424417,19.8312,12.54473,7.7,2.37525,2.49498925
NDUFS3,35.75034167,29.2886,13.405116,9.4,8.050125,2.7974155
NDUFS4,23.25634167,47.4515,14.80824,8.9,18.03186,8.068395
NDUFS5,27.30435833,107.486,40.68684,14.2,19.02305,15.0479175
NDUFS6,7.965231667,4.22963,4.630318,3.3,6.23013,3.8178865
NDUFS7,0.195439667,0.1,0.1976536,0.1,0.1,0.154067
NDUFS8,1.858658,0.1,0.5486278,0.6,1.903605,0.61096125
NDUFV1,2.883039167,0.330072,0.7892436,0.8,1.20693,0.391759825
NDUFV2,10.42990083,21.4708,9.805536,5.3,2.253545,1.9179625
NDUFV3,4.369466667,8.67865,4.518784,2.3,2.14015,1.3668085
NEAT1,37.96562333,7.06669,19.2917,141.1,6.77856,10.0352675
NEB,0.694231833,0.401883,0.1075702,2.3,0.1,0.726214
NEBL,28.205725,9.39069,3.1225144,0.3,4.139615,10.95897
NECAB1,0.527632333,18.0563,11.416774,0.3,0.9230425,24.6544
NECAB2,0.1253025,1.15358,0.124355,0.1,0.5597305,0.72254325
NECAB3,0.451306333,0.13293,0.1743346,0.1,0.1259615,0.13961425
NECAP1,7.190231667,42.8292,5.542142,9.3,1.7177,3.8418425
NECAP2,3.71977,1.53517,2.02567,3.1,3.1554,0.618808
NEDD1,1.077983833,0.326576,1.4106192,1.3,1.02034,0.60655375
NEDD4,1.396329667,0.888128,1.3302632,0.4,1.975095,0.62776725
NEDD4L,2.36024,10.1249,0.7212136,1.6,1.684745,4.3659775
NEDD8,39.65515833,116.401,50.04256,23.8,14.64575,1.90726475
NEDD8-MDP1,0.1,0.1,0.1,0.1,0.1,0.1
NEDD9,1.945975083,1.65516,4.516699,51.0,18.2433,0.4765185
NEFH,0.6265765,3.58209,0.1947764,1.0,0.120059,2.256875
NEFL,0.947639167,21.782,0.7050036,0.3,1.83903,23.7499
NEFM,0.408331,10.2401,2.184666,0.2,0.792302,37.743275
NEGR1,0.877675583,14.5879,1.915528,0.1,0.5924545,11.20085
NEGR1-IT1,0.1,0.1,0.1,0.1,0.337263,0.15592425
NEIL1,1.121019417,1.90669,0.251672,0.3,0.2684775,0.68972875
NEIL2,3.064019167,3.71652,2.654894,1.8,1.046713,0.65321425
NEIL3,0.1081755,0.104534,0.182828,0.1,0.1,0.11966075
NEK1,6.201640833,2.08786,2.329938,1.5,0.8363375,3.1920775
NEK10,0.1,4.10074,0.284182,0.4,0.2597715,1.3568575
NEK11,4.310769167,1.87019,1.0237308,0.5,0.4574535,1.12560225
NEK2,0.1,0.1,0.1148264,0.1,0.1,0.061965525
NEK3,2.05744775,2.25424,11.89353,6.9,7.990595,1.50291925
NEK4,6.502225833,5.78488,2.828028,3.1,1.918225,2.0384975
NEK5,0.131520583,0.59328,0.2860994,0.1,0.4127625,0.36597875
NEK6,18.099,2.71145,1.737276,7.4,0.694764,0.978196
NEK7,8.0369575,2.91219,32.44816,6.6,5.40736,3.060765
NEK8,0.26887675,0.1,0.1,0.1,0.1,0.07528497
NEK9,5.300213333,3.38038,3.768448,4.3,1.77648,1.23934625
NELF,0.88426025,0.19979,0.1567528,0.2,0.3912835,0.490971
NELL1,0.145701833,5.56864,1.1076968,0.1,0.4576855,1.22813975
NELL2,0.4926515,54.7586,1.6732106,0.1,1.793755,16.9368
NEMF,11.80159167,17.6685,15.282192,12.1,5.70996,32.90925
NENF,6.630661667,5.34468,25.68644,3.5,6.947795,1.386044475
NEO1,24.06188333,5.79049,13.716286,1.2,1.590095,2.8389825
NES,0.497680833,0.170709,1.003853,0.1,3.078,0.709206
NET1,1.06224775,2.24929,7.082466,18.4,135.9295,4.318305
NETO1,0.36877725,21.0678,1.4545744,0.1,0.7918905,6.7022925
NETO2,0.227440333,17.3893,1.6897622,2.2,0.6796725,2.8717975
NEU1,0.53638225,0.7727,0.6442188,2.0,0.4642085,0.082975525
NEU1,0.548848083,0.7727,0.6372176,2.0,0.462634,0.0739449
NEU1,0.54894225,0.7727,0.637461,2.0,0.465783,0.0824624
NEU1,0.553106083,0.7727,0.6848352,2.0,0.4508255,0.07876705
NEU1,0.550633167,0.7727,0.6392598,2.0,0.455549,0.07718335
NEU1,0.481323917,0.7727,0.6117428,1.5,0.406066,0.0824624
NEU1,0.519630583,0.385249,0.523336,1.9,0.400992,0.07771125
NEU1,0.545531667,0.7727,0.6384404,2.0,0.4602725,0.075599625
NEU2,0.1,0.1,0.1,0.1,0.1,0.1
NEU3,0.401240417,2.43531,0.4978168,0.4,0.1676785,0.319469975
NEU4,0.1,0.1,0.1,0.1,0.1,0.080352975
NEURL,0.1,0.278189,0.1,0.1,0.1055985,0.152887375
NEURL1B,0.105806083,0.147236,0.1823372,0.1,0.290169,0.1452019
NEURL2,0.1,0.1,0.1,0.1,0.1,0.1
NEURL3,0.109993917,0.1,0.1,0.1,0.1,0.083012825
NEURL4,0.1865315,0.229438,0.1147694,0.1,0.23665,0.08227955
NEUROD1,0.1,0.1,0.1,0.1,0.1,0.799085
NEUROD2,0.1,0.243211,0.1,0.1,0.1495915,1.519655
NEUROD4,0.1,0.243966,0.1,0.1,0.1,0.07422925
NEUROD6,0.13154425,3.77128,0.1174238,0.1,0.1583985,0.76175375
NEUROG1,0.1,0.1,0.1,0.1,0.1,0.1
NEUROG2,0.129133833,0.1,0.1,0.1,0.1,0.096293075
NEUROG3,0.1,0.1,0.1,0.1,0.1,0.1
NEXN,0.177531167,0.359611,0.2006166,0.3,0.260359,1.01125875
NF1,16.37555,17.6928,9.823142,7.7,4.24039,8.71614
NF1P2,0.1,0.1,0.1,0.1,0.1,0.077579825
NF1P2,0.1,0.1,0.1,0.1,0.1,0.077579825
NF2,1.107432083,0.960192,0.4424602,0.7,0.9455965,1.36370325
NFAM1,0.1,0.1,0.1013794,1.1,0.1,0.070943725
NFASC,2.042428417,3.98421,8.301496,0.2,1.1703205,1.767955
NFAT5,15.9287925,13.3097,5.769854,14.6,6.062035,23.405425
NFATC1,0.853195333,0.1,0.1439804,1.8,0.167377,0.0836047
NFATC2,0.340131167,0.1,0.2967842,3.5,0.7043385,0.220233
NFATC2IP,1.186215583,1.37801,0.9117318,1.6,0.2736835,0.28295075
NFATC3,4.348765,3.50194,6.083732,6.3,8.03703,1.66015
NFATC4,1.886696083,0.1,0.119637,0.1,0.3648915,0.0602934
NFE2,0.106662,0.1,0.1,0.1,0.1,0.1
NFE2L1,4.296518333,4.77237,2.64684,1.8,7.139805,0.988112
NFE2L2,30.23141667,7.59459,25.56886,46.7,6.484165,7.420405
NFE2L3,2.084411917,4.17902,2.598236,4.4,1.0716245,1.2392945
NFIA,27.6806,3.85851,10.939842,3.1,4.70619,7.5964325
NFIB,21.22808333,15.2428,8.950502,0.3,6.246535,8.6192875
NFIC,1.941963417,0.1501,0.5230082,0.7,0.880704,0.92979
NFIL3,2.1975925,11.8681,5.355212,32.4,8.111355,0.73428975
NFIX,8.128881667,5.14561,4.941122,0.3,1.60368,2.10911425
NFKB1,2.0928875,1.94621,3.716784,23.4,1.99956,0.379275
NFKB2,0.100947417,0.1,0.1002928,0.3,0.255163,0.1
NFKBIA,23.54121083,13.7365,12.037064,95.4,71.4457,1.8886165
NFKBIB,0.37897775,0.112696,0.1727082,0.3,0.230874,0.1220705
NFKBID,0.13665975,0.141441,0.2615862,4.9,0.2341,0.1
NFKBIE,0.542787917,0.386363,0.3125394,3.8,0.4712605,0.14808275
NFKBIL1,0.102679333,0.1,0.1,0.1,0.1,0.056551225
NFKBIL1,0.102679333,0.1,0.1,0.1,0.1,0.056551225
NFKBIL1,0.102679333,0.1,0.1,0.1,0.1,0.056551225
NFKBIL1,0.102679333,0.1,0.1,0.1,0.1,0.05490194
NFKBIL1,0.102679333,0.1,0.1,0.1,0.1,0.054489618
NFKBIL1,0.102679333,0.1,0.1,0.1,0.1,0.054489618
NFKBIL1,0.102679333,0.1,0.1,0.1,0.1,0.077840325
NFKBIZ,2.50555525,1.84965,4.126892,17.6,8.06424,0.328063
NFRKB,1.809444167,0.707649,0.3235718,0.6,0.6472225,0.309556675
NFS1,7.762535,5.89651,3.392296,1.3,1.802804,1.08444925
NFU1,4.533104167,8.61973,7.037962,3.4,2.725335,1.7910095
NFX1,4.083810833,5.55258,4.723992,6.0,2.017765,3.8567125
NFXL1,1.614310083,3.11905,2.516898,0.9,0.4889955,1.39831075
NFYA,3.842036667,2.69659,5.333896,7.6,1.3957105,1.89858
NFYB,1.317181833,2.79474,4.31945,1.1,0.6276835,1.8844175
NFYC,5.831836667,12.1063,4.614582,3.8,2.67786,0.930923
NGB,0.1,0.137843,0.2557466,0.1,0.166112,0.056793525
NGDN,7.8196525,14.126,18.69138,16.9,4.283435,3.210905
NGEF,0.10438275,0.439826,0.1,0.1,0.1226795,0.6023325
NGF,0.1,0.276227,0.1284952,0.1,0.3865065,0.089017475
NGFR,0.1,0.1,0.1039516,0.1,0.1,0.1
NGFRAP1,44.74608333,173.797,45.4013,4.3,10.26325,21.5275775
NGLY1,4.322650833,6.15673,3.540554,4.3,1.98236,2.8448025
NGRN,71.1746,139.298,38.24052,8.4,22.8787,38.474075
NHEG1,0.1,0.1,0.1,0.1,0.1,0.1
NHEJ1,0.467460667,1.33297,0.850286,0.9,1.193186,0.1459524
NHLH1,0.100738083,0.1,0.1181474,0.1,0.117323,0.075250875
NHLH2,0.102462,0.1,0.2379338,0.1,0.1,0.080226875
NHLRC1,0.422976833,1.43053,1.0579508,0.1,0.150504,0.347605
NHLRC2,4.996934167,2.34306,2.717502,3.2,3.063545,2.28635
NHLRC3,3.245405,4.17341,3.083526,5.2,0.820598,0.9713315
NHLRC4,0.1,0.1,0.1,0.1,0.1,0.1
NHP2,3.9598025,5.79032,4.062622,1.7,1.47409,0.830334675
NHP2L1,19.957225,61.2256,19.92232,10.9,14.78335,4.7733525
NHS,5.6137475,4.17913,0.1887132,0.1,0.8144495,2.1856625
NHSL1,8.415483333,0.407182,1.2237066,2.5,0.965529,0.9714825
NHSL2,0.222488167,0.790828,0.1410848,0.1,1.59003,1.15640125
NICN1,1.772208333,2.80569,1.0808022,0.9,0.230482,0.462867875
NID1,3.5847575,0.523021,0.1876038,0.2,4.24939,0.42094125
NID2,0.105694667,0.424809,0.4916012,0.1,2.127155,0.223975
NIF3L1,4.359164167,8.90253,5.944622,2.9,1.1734075,2.99869
NIM1,2.985350833,5.01354,2.581816,0.2,0.233861,0.5842045
NIN,12.78788583,5.18598,7.50613,10.7,2.89614,10.285795
NINJ1,0.950743417,0.215527,0.28053,2.4,0.4889145,0.08981615
NINJ2,0.36054825,0.271936,10.203962,1.1,0.194873,0.183512575
NINL,0.975175417,0.862864,0.2633292,0.1,0.1,0.19885075
NIP7,1.571393333,3.42334,2.492512,4.0,0.9815295,0.3549975
NIPA1,3.97363,12.41,18.79604,0.7,0.8054825,2.720695
NIPA2,7.056776667,10.8481,4.71999,17.9,2.44576,4.1116675
NIPAL1,0.1,0.1,0.1,0.1,0.1,0.068055075
NIPAL2,0.23577775,2.6905,0.351778,2.0,1.229719,1.5521095
NIPAL3,2.875719167,6.51908,14.96562,1.0,0.643293,1.19799025
NIPAL4,0.130570333,0.1,1.94707,0.1,0.1,0.167207975
NIPBL,9.4977225,7.60696,11.460264,18.2,5.08689,10.628995
NIPSNAP1,5.9621225,12.5101,1.983057,2.1,0.6459825,0.57687775
NIPSNAP3A,5.902971667,5.01072,4.904058,5.7,4.361035,2.19934
NIPSNAP3B,0.594323,1.93749,0.3403722,3.0,0.252119,0.65254975
NISCH,1.311334667,1.74729,0.6605496,0.6,0.8717655,1.04891875
NIT1,1.683768333,0.1,0.1,0.1,0.4002355,0.6151375
NIT2,3.799843333,7.398,2.725034,4.3,1.162956,1.70324425
NKAIN1,0.17320825,1.68754,2.5125378,0.1,0.88032,0.43959345
NKAIN2,1.063915583,7.65906,11.95251,0.2,0.8562865,3.048545
NKAIN3,4.3036325,1.69713,0.1909394,0.1,0.1,0.5092635
NKAIN4,1.369603667,0.1,0.3267568,0.1,0.1,0.1
NKAP,3.236993333,3.51418,4.066062,2.3,2.27899,1.768525
NKAPL,0.820776167,0.482851,0.4949278,1.2,0.1,1.28106475
NKAPP1,0.719197167,0.311029,0.3877488,0.1,0.1,0.6431105
NKD1,0.302322917,0.133996,0.6164474,0.5,1.6989,0.137893525
NKD2,0.1,0.1,0.1,0.1,0.1,0.1
NKG7,0.10638725,0.1,0.1,0.1,0.202391,0.1
NKIRAS1,0.1,0.1,0.1,0.1,0.1,0.1
NKIRAS2,0.1,0.1,0.1,2.2,3.07993,0.1
NKPD1,0.1,0.1,0.1,0.1,0.1,0.1
NKRF,2.0736075,17.5413,3.567106,7.2,0.75908,3.1495875
NKTR,11.76107667,15.6543,8.254362,13.7,6.722595,12.9153
