gene,nOPCs_mean,aOPCs_mean,aOLs_mean,activatedaOPCs_mean,non_activatedaOPCs_mean
Sh3pxd2a,9.486597105,9.311157618,9.371462484,9.268231025,9.153895028
0,9.4867294,10.3246414,10.0914293,9.859434992,10.26828889
Gm16379,14.33180037,15.09618545,14.99749881,14.29991648,14.51717886
Diap2,11.10805952,10.81964572,10.78603102,10.94000973,10.65537507
Pfkfb4,10.29507177,10.84909439,10.78743046,11.21442183,10.96081176
Krtap16-4,12.32223506,11.90306482,12.74590306,11.85243291,11.81388468
D930023I05Rik,9.735370354,9.228201699,9.230373224,9.508696602,9.089672987
6330545A04Rik,9.330128789,9.20065118,9.364070943,9.181730704,9.12614312
1700066O22Rik,9.188666655,9.130466332,9.112645481,9.059346345,9.31966299
1100001G20Rik,10.09148059,9.219001858,9.195724552,9.130065507,8.932773942
Ucn,9.157953789,9.070303562,9.077208365,9.041109115,9.141392981
Olfr122,9.216390707,9.281568544,9.377972687,8.993392146,8.980074236
Olfr694,9.008731719,9.033077745,9.347834304,9.071168429,9.019607371
Psen2,11.17753845,12.27131871,13.06197161,11.22430008,12.45035933
Tbce,9.438699054,9.471623741,9.629868174,9.581633315,9.534682554
Stfa2,9.272457695,9.164300565,9.227902523,9.10230253,9.461913404
Ntsr2,9.215296901,9.570194785,9.65139638,9.289797732,9.116773956
Gm4706,8.979502599,9.088178324,9.212494246,9.289344789,8.965824143
Mll2,9.170007186,9.278596997,9.380988949,9.099260088,9.312223673
0,9.395839238,9.587334891,9.734791854,9.302303645,9.301037682
H2afv,9.567041043,10.53498341,10.53957993,10.23782488,10.51806996
LOC100047302,9.475090531,9.745927879,9.770581075,10.20420793,9.871899382
NA,8.812844852,8.769399724,8.754920494,8.786378157,8.62046362
0,9.118816999,8.940745967,8.982906662,9.04431392,8.797366767
Olfr730,9.18001947,8.934494466,9.080432382,9.448847203,9.035418296
Slc4a5,9.090584622,9.141258065,9.186330195,9.040167739,8.994969139
Igf2r,11.00620804,10.59436679,10.76969539,10.17243073,10.07984844
0,9.753511871,10.06268671,10.13045448,10.19953678,10.1540897
ETG09_205211,9.160325978,9.073492814,9.060003461,8.965265904,9.163200206
0,15.59363954,14.85429566,15.01781752,15.77550841,15.03556163
Tmem185b,10.29607389,10.43835229,10.32580919,10.16923683,10.98271613
Wdr27,9.395686247,9.080922418,9.203933787,9.157212841,9.044736485
Gapdh,14.59122326,15.25848896,14.78018348,14.49979192,14.66170916
Gm4890,9.437262805,9.133122103,9.18940492,9.397483987,9.008847665
Nqo2,10.50656514,9.73294866,9.468568738,9.731145761,9.356178831
0,9.309067414,9.059149487,9.202852957,8.886160812,9.326336003
Aqp4,10.00871768,9.712807466,9.689417789,9.213991891,9.098857387
Myst1,12.25841897,12.43332055,12.46825005,12.89184241,12.44089099
0,15.91028044,15.76689616,15.8378498,15.83320098,15.80753723
Olfr351,9.289233888,9.098403799,9.078260358,9.094706263,9.035798082
Speer6-ps1,9.209767719,8.993102271,9.137380562,8.947815786,8.942675562
Kif5a,12.46805531,12.77935139,12.68211744,12.67497906,12.3648495
Metap1,10.98614039,11.38563578,11.20542991,10.90357223,11.42625749
Gm833,9.125856158,9.454336486,9.340154642,9.061316325,9.000922053
(-)3xSLv1,9.10013871,9.013863634,9.072895372,9.068053666,8.915517458
Prdx3,11.00730594,11.36226136,11.08938098,11.37440827,10.96250611
F830116E18Rik,9.251949339,9.132823499,9.275558179,9.423229876,9.248129255
Eno4,9.210074138,9.275769629,9.307266875,10.16919064,9.290043575
Atm,9.93145815,9.632071215,9.837834113,9.665158798,9.567217527
Foxl2,14.69680134,14.6818491,14.73616168,14.00019928,13.82769544
Pawr,9.905305344,9.238938194,9.125933443,9.117439798,8.954337204
Tmem80,10.95605116,11.98956275,11.86686621,11.65171461,11.535418
Sec24a,9.602063068,9.721830976,9.736192244,9.53450217,10.05373766
Olfr686,9.099637147,9.117121108,9.015766752,8.907177601,9.173753141
Atp6v1g3,9.194567571,9.180336875,9.170873478,9.136867074,9.161865689
Olfr181,9.167887913,9.095322338,9.107280007,8.9940738,9.133368015
Ppcdc,9.231999039,9.209333793,9.055008394,8.893695893,9.231004806
0,10.1134381,9.88325382,9.758480517,9.411491626,9.419681646
Epha3,9.500987299,9.209768433,8.963504732,9.091279626,9.129786484
Ptprs,15.64037674,13.65461386,13.25231576,14.27349686,13.24550819
Coasy,12.94876683,13.57682895,13.51958875,13.39637564,13.24362083
36951,15.66337865,15.80646216,15.87934959,15.18411288,15.7288171
Lnp,9.536869009,9.58453481,9.756556665,9.37207643,9.359040127
Tas2r114,8.92171144,9.081225191,9.256549396,9.182050785,8.797718145
0,13.5113067,14.03605136,13.76407305,13.50653844,13.67982808
0,11.40337743,11.57016704,11.7215408,10.56471567,11.17425503
Ap3b1,11.68296337,12.28684267,12.12620087,11.95783541,12.16203059
1700049G17Rik,9.335822026,9.589241878,9.760284356,9.315607279,9.273286253
Abcc6,9.02822948,9.244972548,9.062228403,8.919200932,8.972761866
Atp6v0a1,13.72805834,14.15719013,14.15821302,13.16882326,13.16545923
Chrna3,8.988553924,9.244671318,9.013753583,9.108793582,9.076734128
A330033J07Rik,8.949342193,9.216144556,9.009519949,9.098310622,9.113615115
Cnnm1,10.54267271,9.301255603,8.9088434,9.357783627,9.02003844
Gm14868,9.073233206,9.229204132,9.090712897,9.177342781,9.089596838
Orc4l,9.435421704,9.832271662,10.04110218,9.555624907,9.788409892
Camk1,9.267292671,9.85493657,9.53956805,9.370618177,9.459087808
Ccl19,9.126832002,9.47898196,9.388516881,9.395685101,9.085010087
Tgfa,9.350699895,9.867459141,9.745941601,9.680143609,9.637469986
Teddm1,9.118385488,9.051952426,9.214488429,8.935142351,8.876081755
LOC100048063,9.008156796,9.091190869,8.88086315,8.763621255,9.030770525
Gltscr1,9.228862357,9.441407972,9.2847909,9.074131152,8.814974063
Mif4gd,11.40078642,12.56218843,12.39909671,11.72896559,12.33965804
Gm7068,8.973237123,9.076538186,8.925738476,9.040097107,9.007471091
Arid2,11.30253008,10.7967348,11.35491816,10.41622305,10.32473179
Mtif2,15.88892088,15.83014325,15.93244378,15.86267033,15.87753833
H2afy,10.4081094,10.4153975,10.43866835,9.893759156,9.993685786
0,8.971716782,9.277807987,9.121173867,9.004838618,9.001583871
Gm3459,11.33826156,11.2701182,11.2275326,10.53000108,10.88408685
2310006M14Rik,10.46597998,10.00300637,9.655668067,9.899004028,9.832259765
Olfr604,8.920036058,8.992162511,8.900085079,9.014641474,8.917967581
0,8.909654677,9.2671178,9.264149487,9.003765696,9.200240589
0,8.74947096,9.322647455,9.016935976,9.174955751,8.95707816
Trim8,12.4893444,12.02961394,12.11641859,11.9049468,11.32859921
4930445G23Rik,8.977781011,9.043562751,8.921348827,9.022252492,8.815646826
D2Ertd750e,9.132094334,9.012155968,9.044374267,9.01531062,9.04860736
Gm12185,8.89539829,8.983194304,8.789194328,8.849387435,8.809520045
Gpr151,8.992146174,9.061337563,8.829938152,8.779017977,8.828157657
2700007P21Rik,9.701349674,9.858915461,10.01010146,10.58289634,9.57950671
0,9.22126912,9.053573992,8.938818706,9.076313322,8.771805734
Flg2,8.920198695,9.029020462,8.806384955,9.06206023,8.830661844
Rbmx2,8.957892127,9.329318601,9.07630578,9.24376465,9.277658884
LOC675548,8.943158292,9.007829915,8.850934192,8.802759909,8.985341918
0,9.085625531,9.021973127,9.012817991,9.005778499,8.909406775
1110067D22Rik,10.84471042,9.548812544,9.721300613,9.746746788,9.386935511
Zbtb41,9.350406725,9.353878578,9.604502773,9.146593909,9.069936667
Prrg2,9.2718217,9.575954166,9.790450041,9.134355651,9.30093289
0,13.33653897,14.30137986,13.93410213,13.48289786,13.67668761
Prm1,8.897806121,8.818403222,9.040497627,9.007838406,8.697851274
4831426I19Rik,9.057864159,9.125927644,9.359911673,9.024422383,9.061069073
Pnoc,8.941567377,8.820440278,8.905544513,8.94872777,8.932420378
1700012B15Rik,8.98633772,9.12016925,9.015410346,9.085833696,8.844002698
Osbpl1a,9.56372032,11.24844973,11.40391964,10.3271759,10.85381399
Atp6ap1,9.284327532,10.68939516,10.62196276,10.73249648,11.21749738
Mrps31,10.88067463,11.63695988,11.85339369,12.00249155,11.71222615
Sncaip,11.15254597,9.183587901,8.967993131,8.979030447,8.934378782
Pln,8.940197693,8.909312507,9.029030917,9.000195841,8.967056013
NA,8.759503034,8.651013585,8.479996268,8.771388899,8.686685727
Rnf165,11.44088087,10.56713048,10.63419866,9.55310258,9.655192414
C1qbp,12.56653144,12.35312658,12.23229501,12.99816573,12.39330012
0,8.892795296,9.055446298,8.92045603,9.00686985,8.929682617
NA,8.565782459,8.643386338,8.46325897,8.641814139,8.519804226
Wdr72,8.630081337,8.678688287,8.760508124,8.891987511,8.905289116
Hhip,8.943108623,9.716097184,9.691781713,9.113562346,9.949706854
5830468K08Rik,9.299603333,9.614001265,9.541000761,9.451401796,9.796061423
Rabac1,11.82058689,13.29026955,13.44543142,13.57994463,13.22505329
Phkg1,8.916275811,9.217147588,9.390863007,8.801869861,8.969641762
EG665787,8.898503269,9.036663064,8.997618628,8.943110882,9.094522948
Fyco1,9.41687548,9.8085048,9.6994573,9.372346738,10.00483892
Col16a1,14.11494907,12.94334823,12.72580227,12.86815169,12.93113049
DarkCorner,8.803721648,9.039923951,8.726484044,8.923410547,8.894948006
DarkCorner,8.855433962,9.132797883,8.642653108,8.7749278,8.835751416
DarkCorner,8.840426196,8.83751585,8.608676326,8.800629851,8.850608069
DarkCorner,8.870453214,8.811069977,8.551499501,8.783500861,8.879489667
DarkCorner,8.940585858,8.829126664,8.694794757,9.00520808,8.815854895
DarkCorner,8.671906046,8.776364644,8.826771441,8.917427621,9.040363529
DarkCorner,8.657578121,8.926208453,8.836358286,8.931030042,8.937403426
DarkCorner,8.618986944,9.010533767,8.84075906,8.959867458,8.896729587
DarkCorner,8.674697083,8.745873081,9.15184708,8.882095391,8.6239672
DarkCorner,8.677622853,8.722923321,8.840188828,8.924214836,8.97186973
DarkCorner,8.63976775,8.74157098,8.888160866,8.772789676,8.721013083
0,13.94612371,13.27565383,13.20254564,14.23593552,13.8747213
Atrn,8.862624296,9.413729028,9.791074613,10.64849534,9.457064193
Add1,14.66064304,15.65139286,15.49463904,15.30254458,15.87753833
Cys1,11.05241145,9.194152869,8.942944912,9.17623353,9.112663903
0,13.30170613,12.00679818,12.03707289,13.05399986,12.6410984
AI428301,8.863432067,8.811520995,8.862032909,8.818523857,9.109890584
0,8.719795315,8.847852441,8.921523798,8.825615544,9.497497777
LOC100044022,8.657316542,8.924827568,8.7625775,8.900145235,9.189668828
NA,8.534724518,8.589286826,8.52048249,8.614722533,8.92025888
Gsg1,8.780059427,8.902782477,8.984470973,8.694884002,9.338134813
Mest,10.97089045,9.496274879,9.683859716,9.101989823,9.75954411
Fam135a,9.849939594,9.952092416,9.853561691,9.73339004,10.55380292
Cd2,8.792647391,8.847782539,8.932205308,8.952433145,8.975923491
Atp1a4,8.777282788,8.88535803,9.107238632,8.895496963,9.400079355
Ppargc1a,8.791304546,8.796844666,8.975248865,9.023584296,9.076077053
F10,8.889148622,8.789817714,8.926116807,9.031492911,9.224662592
Nipal3,10.26921991,12.33944266,12.10750874,11.87116329,12.85425255
2310009B15Rik,10.15095212,10.05102054,10.14256145,10.45591881,10.53039686
Peli3,8.79494806,9.27724855,9.38001461,9.018012703,9.670621509
Zfp874,9.003199304,9.469287765,9.647181605,9.466055123,9.714488085
Cmtm2b,8.825302989,8.854399468,9.00194838,8.93917631,9.20830102
NA,8.59569244,8.681943428,8.51390377,8.812714391,9.308000138
0,8.981075405,9.001348118,8.931454855,8.95234613,9.108836644
Gm4844,8.755407702,9.079584241,8.95668825,8.940616732,9.206303514
Gm6498,13.69607114,13.99512749,13.8307682,13.64554576,13.54061982
Ccdc22,11.43583493,11.93655008,11.90516718,11.73256536,12.5834621
0,8.852187372,9.063576449,9.033795359,8.862945697,9.621029547
0,9.114977383,9.085870269,9.159994262,8.912905879,9.615214587
Emr1,9.134200972,9.018296686,9.027918778,9.252970018,9.039491256
Lyrm2,11.39850109,11.7000589,11.78000462,11.61369649,11.75617983
Vmn2r3,8.843435428,8.917378088,8.989567821,9.020491962,9.330560394
Zc3h15,9.770038217,10.10400189,10.17185274,10.27917226,10.77681303
2310050B05Rik,8.838221041,8.889005569,8.971569178,9.064780243,9.356267443
Muc16,8.848408371,9.055029775,9.052666307,8.889597619,9.16500848
0,9.688164022,10.02985613,10.35965187,10.30117543,10.51830179
D17Wsu92e,9.353628466,10.13268732,10.61000927,9.904787626,9.940030048
Cog1,10.01673742,10.67865155,10.63834878,11.12355719,10.80453693
Tmem201,8.873094847,8.90925295,8.982332762,9.005208702,9.12484047
Cdh18,13.99246648,12.85530058,12.90805175,14.13366884,13.48040682
Me3,10.44845009,9.074693824,9.099562145,9.580959501,9.026295096
Asprv1,9.081303786,9.017486259,9.110083198,9.17992436,8.910283963
Krt33a,8.998335645,8.982935287,8.96506421,8.902168922,8.989169904
NA,8.567889818,8.614505683,8.703030436,8.754791745,8.768476599
Prpf40b,10.90997452,11.17551324,11.11739022,10.88903019,11.59512515
Immt,10.33114659,11.29700285,11.22649855,11.59172546,11.60370632
0,8.889483865,8.74194861,8.956644274,8.930160046,8.7846505
Olfr291,8.964123615,9.000180141,8.952013727,8.987345374,8.830212098
Fgf15,8.906441738,8.891311437,8.975916221,9.042593932,8.934666544
Ccdc112,9.509919126,9.26499671,9.387807066,9.342889089,9.107404421
F630003A18Rik,9.312228391,9.029715241,9.155654374,8.902805754,9.090604181
Esco1,10.14947877,10.18654681,10.06877026,10.31060192,10.54663835
Trim65,9.04717576,9.110821238,9.207330757,9.130427558,9.160397668
Elmod3,11.5745602,11.86722514,11.83214147,11.85041143,12.04538858
Gm15768,9.06405252,8.967570818,9.010435883,9.098750122,9.017111759
Mis12,9.183607517,9.513736017,9.828192112,9.526155653,9.386229663
0,10.33690985,9.425806417,9.175125543,9.385145705,9.104902068
Decr2,10.70144292,10.38377279,10.54367266,9.937883185,9.938926546
Gm2353,8.908700311,8.91824621,8.928267306,9.190722171,9.332409088
Nlrp4d,8.928207499,9.033009435,9.042595696,9.23203115,9.148047019
Gapt,8.973379463,8.977382844,9.034117105,9.37204285,9.17481595
Gm3693,9.095895448,8.998756871,9.154254194,9.150815371,9.292407538
NA,8.659741926,8.659238584,8.688692767,8.803907682,8.728136308
0,9.086000571,8.981711113,8.976331137,8.99098719,9.4944543
Fkbp11,9.110022286,9.12777781,9.236596159,9.226793251,9.303444903
Dep1,9.423403617,10.1506898,10.57682806,9.463599648,10.61848796
Gm4470,11.30712229,10.92360184,10.90826755,10.76257976,10.88075704
Shank3,9.099731868,9.002428558,8.993596111,9.36602422,9.042512475
Pttg1,9.022361019,9.574403739,9.368755567,9.357290841,9.949877436
Rgs4,9.053725373,9.052969451,9.233967507,8.98510899,8.971130516
Dph5,10.76101147,10.92886875,10.9403484,11.44147486,11.09854269
Wtap,9.724682375,9.987448315,9.90356324,9.839652065,10.33298605
Fxc1,9.426584584,11.12156757,11.44302244,10.93666386,11.36156963
Ear12,9.145533549,9.095617427,9.299412974,8.837124607,9.022868102
Mkl2,10.76702996,11.74043413,11.69502791,11.20053285,11.89581842
Ap3b1,11.39425137,12.11835496,12.03176116,12.12119647,12.26744589
Pank3,9.987532145,9.994576663,10.06722198,9.559117843,9.930785786
Ikzf4,8.95115099,9.005086389,8.957231226,9.098798848,9.316842427
E030047D23Rik,10.07968139,9.754622271,9.807820081,9.389588612,9.893537597
Csf2,9.015323212,9.001460108,9.078928169,9.055578622,9.486124018
0,9.114112094,9.074777478,9.237406656,8.999747268,9.473219837
Btf3l4,9.771554405,9.758077439,9.628656254,9.865701246,9.757850755
St6galnac4,11.63085831,11.96760469,11.88080744,11.49836966,11.82689724
Cenpq,9.502886007,9.526717349,9.506807287,9.40782481,9.597849417
Insig1,10.9391323,11.63151429,12.52334834,10.97139431,11.69575423
1700095J03Rik,9.21596294,9.043163186,9.174763802,9.197690803,8.930618502
Rab3ip,11.12051386,11.2009135,11.28920416,11.02905512,11.27002676
Foxm1,9.808414499,9.331406388,9.591184539,9.348153591,9.212506111
Gm4969,9.302584552,9.261278932,9.336157661,9.339104548,9.150293541
Rnf138,10.68236203,10.71263942,10.7656961,10.74196462,10.77774497
Aars2,10.37029861,10.74900861,10.74484315,10.99335835,10.63839696
Apol8,9.165212057,9.141881944,9.103613475,8.929662346,9.257267863
Smarca2,11.27044253,11.3580994,11.32763291,10.71358927,11.39953729
(-)3xSLv1,9.079092728,9.033671401,9.051153461,8.882451105,8.941106639
Gnat2,9.023110181,8.988277714,9.182434107,9.004522926,9.546082784
Pnkp,12.45071767,13.12339321,13.03893289,13.19079915,12.93004147
Sgcz,9.350716525,9.659746591,9.300156519,8.948119168,9.375997932
Lrp2,9.089146583,9.115047651,9.422459825,8.98420621,9.08640749
Olfr706,9.118009994,9.150318368,9.073923737,8.929438191,9.350373117
Olfr69,9.050380253,9.201529852,9.169381497,9.267043096,9.271104672
Olfr332,9.10601819,9.427086879,9.304894008,9.429803898,9.143674457
Morc2b,8.972636459,9.162665651,9.232298975,9.197700356,9.252237602
1700037C18Rik,9.292441085,9.884115034,9.930897978,9.980930988,9.935481394
Mrps18a,11.1056458,11.49354806,11.32438226,12.1563688,11.70095291
Rapgef6,9.934857457,10.16652908,10.43449273,10.17996406,10.31889568
2610029G23Rik,10.96163043,11.04908815,10.95730772,10.72177513,10.9558818
Ctsa,14.35257736,15.56042257,15.44383684,15.18815169,15.70854524
Rmnd5a,9.749952622,9.887727969,10.42741366,9.809719896,9.620183125
0,9.533225403,9.705079594,9.887013041,9.581051714,10.1814018
Gm8763,9.131708598,8.93228425,9.114296341,8.942959134,9.006003644
Ing3,11.12729228,11.15793854,11.28417636,11.13100891,11.26747322
Bmx,9.092295546,9.199805633,9.086446215,8.919170719,9.15331548
Il22ra2,9.190643468,9.041427669,9.075254238,9.024422032,9.10995317
Osbp,9.57435591,9.780852537,10.39277347,9.308741687,9.511591934
0,9.193295368,9.199720466,9.117644838,8.976292952,8.981111538
Olfr1162,9.183687979,9.046343027,8.999144004,9.264998508,9.08738162
0,9.229213254,9.134254653,9.144424317,9.106723169,8.988274544
Sdhc,12.0780132,12.32632174,12.04168308,12.17169086,12.01585126
NA,8.845110349,8.802166465,8.742084408,8.879494969,8.647767465
Kdm1b,10.97467738,11.00315235,10.88467002,10.71501182,11.03861526
Chchd8,9.488530383,9.819429233,9.884727117,9.716391875,9.983724686
Lhx1,9.348329309,9.153158516,9.04174153,9.022825081,9.112524952
Btla,9.00260119,9.165892624,9.195318083,9.265331233,9.247250969
2810001G20Rik,9.576458309,9.555735124,9.509619503,9.859874646,9.632326324
Rassf6,9.144496393,9.056975314,9.129983652,9.07571394,9.116956324
NA,8.753992009,8.79352807,8.828068102,9.052712746,8.767241108
Olfr851,9.10414339,9.011273895,9.178958753,9.238551477,9.086674728
Crabp1,9.06291918,9.405809511,9.22004869,9.004799301,8.960617813
V1rh13,9.201864274,9.228852295,9.12685917,9.195913923,9.074501855
0,9.227561934,9.072001956,9.056936543,9.078764055,9.151050775
B930007M17Rik,9.141893214,9.12583381,9.00512819,9.214316799,9.211308419
Gpr143,9.153878065,9.066709677,8.990572129,9.091578583,9.043754878
Rac1,13.24203709,14.02208277,14.11470535,14.18135589,14.3509776
1110057K04Rik,11.63571655,13.47362227,13.41124131,12.70483647,13.21463605
Eif5a,11.85419215,11.7864019,11.55811844,12.51456102,12.12269219
Gm2748,9.165707246,9.312679483,9.449794643,9.230902902,8.964197597
Cd200r1,9.279747692,9.114595099,9.082674773,9.511310792,8.883376096
Pds5b,10.39441979,10.20970641,10.99085246,10.32131688,10.4840147
Inhbb,11.10302999,9.363346688,9.351542221,9.373055766,9.272429989
0,9.290991872,9.317353917,9.197083808,9.381580519,9.298429407
Tekt4,10.20896892,9.954768021,10.30230281,9.663720702,9.818885062
Ankar,9.082721474,9.039382166,9.04739156,9.144561272,9.07476345
Uqcrh,14.72005418,14.66226519,14.876447,14.16815667,14.21278353
Mpdu1,13.74586486,13.17696056,13.26474866,13.60923624,13.07150362
Nit2,9.941677166,9.705871823,9.802288457,9.847967382,9.648442158
Dclk1,12.42570122,11.20457419,10.58336697,10.24133763,10.74077218
Chgb,11.62872828,9.516417568,9.602452422,9.720886523,9.852848219
Olfr617,9.050396075,9.092814603,9.181787299,9.004631019,8.934656898
RP23-330D3.5,11.12586843,11.2971115,11.72583046,10.62455482,11.39473629
Il11ra1,13.86389993,11.67426452,11.63319268,11.64190726,11.32752927
Pcdh15,10.73432821,9.591593244,9.402344659,9.291310365,9.657938848
Muc19,9.11583493,9.062446734,9.071366146,8.917663049,9.063845419
0610007P08Rik,11.46674539,12.43231693,12.23313364,11.72992303,12.44986267
Plekha2,9.819907376,10.56362953,10.89113516,9.703964188,10.39658046
P4ha1,9.78441725,10.67937613,10.95983861,10.0277173,10.74686043
0,9.440201853,9.186625078,9.158931979,9.023673578,9.08733519
Gsdma2,9.346027086,9.142919253,9.199815286,8.98719557,8.969089119
Tnf,9.212791492,9.040972315,9.071182335,9.155765943,9.116232308
Gm6919,11.86501069,11.806748,11.90663441,11.98459298,11.68332625
Gmcl1,10.86362853,11.08553772,11.02689389,10.62320893,11.16678191
Surf4,13.90990305,12.21379113,12.13007056,12.41592545,12.06438131
Myf5,9.162235243,9.214523327,9.155121494,8.96985403,9.067367372
Rbm15b,12.81258832,11.29023054,11.77716621,11.04375461,10.48515026
Tas2r109,10.23903532,10.33673699,10.09369221,9.882888901,10.12826411
E030031F02Rik,9.178171122,9.032858616,9.141949042,9.057512835,9.005721004
Gm8359,9.256302216,9.116949188,9.006104685,8.992617738,9.027841894
4932414J04Rik,9.26170873,9.121156392,9.098596988,9.014095073,8.955863349
Mknk2,13.42444192,11.88855534,11.62510724,11.60877946,11.55626373
NA,8.825610264,8.730659215,8.723385499,8.843981262,8.684950392
0,9.226636371,9.291422834,9.177087975,9.374673536,8.847910611
Slc7a10,10.87346227,9.680259469,9.852131389,9.264980127,9.122382188
0,9.108597633,9.044205729,8.878669645,8.960312587,8.922563063
Mphosph9,9.847953706,9.45540609,9.728050635,9.836264375,9.536599373
Olfr100,9.130943518,9.203559856,9.229606285,9.182078926,9.119670548
Espnl,9.950858371,9.997890227,10.16111952,9.906038741,9.494867957
Zfp637,12.43378931,12.37304004,12.45287981,12.70456583,12.58640902
Ap3b1,11.90715096,12.32618961,12.23882763,12.12153048,12.19664082
0,9.082599348,9.108670528,8.942521577,9.064907203,9.072221691
0,9.177027006,9.216852777,9.165098371,8.966870522,9.478347061
Pygo1,9.357310413,9.169617603,8.988787501,8.838250158,9.156874059
Prss21,9.166237216,9.169529819,9.00707726,9.433172594,9.363962717
Col4a1,12.97745129,9.408863449,9.076317875,9.125939244,9.149904752
Spon1,10.79757087,9.207089401,9.023908932,9.333851424,9.023756358
Rrp8,9.354465618,9.387312211,9.32903621,9.321113557,9.399463742
Gpam,9.623921213,9.663555961,9.874788355,9.240483904,9.731608117
Grlf1,14.72400931,13.44795144,13.35603544,13.78148894,13.31089474
Cpeb3,11.10592914,12.40134237,12.27630019,11.57609983,12.12239391
Plin3,12.22946613,14.67255425,14.98279233,13.65131487,14.60810677
Abhd4,14.44290182,15.70191203,15.59404335,15.48635461,15.66769051
Gm6588,9.207798866,9.143529303,8.96607161,9.169156459,9.166752927
Dtx2,12.46054906,11.95549788,11.91254527,12.11626023,11.85650404
Olfr1336,8.939909723,9.322009883,9.484915551,8.971406069,9.090189865
0,9.048462656,9.130122298,9.26194955,8.991787942,9.010152129
(+)E1A_r60_a22,9.171653563,9.303660563,10.11296214,8.952457094,8.889280098
Cpsf4l,9.029076665,9.206636045,9.383415227,9.032805196,9.057196059
Tmem8c,8.993038208,9.522802628,9.417857224,9.189080155,9.249318103
Gm4125,8.878330987,9.168959575,8.939889318,9.043874378,9.155616701
Loxl2,11.4780721,9.542461571,9.319609917,9.052731325,9.319024383
0,9.09708803,9.383823714,8.978424165,9.120860281,9.114872274
1700016G22Rik,9.060660948,9.285282198,8.935344902,9.113721898,9.038032039
Mcm10,10.00909086,9.464685195,9.262834678,9.195323112,9.049929973
Defa5,8.966296235,9.193732762,9.08443274,8.946516807,8.944534852
0,9.887359159,10.43777494,10.51100543,10.16026783,10.19959853
Commd8,10.41502169,11.21134958,11.1366515,10.64305809,10.99449711
0,9.201978884,9.246396946,9.089753127,9.094080274,9.131319331
Acat1,12.10060465,11.2440999,11.07845336,10.99987105,10.94173031
D4Ertd335e,8.953782504,9.072319946,8.986668012,8.971008551,8.906591446
Ccdc19,9.183838711,9.225791984,9.238373639,9.012921329,8.993268189
Slc26a10,8.874809626,9.096563867,9.020329283,8.996693469,8.962750235
Ceacam14,8.82686855,9.025278955,8.856461373,8.978957603,8.958519906
Mtdh,13.36039273,13.09964216,13.05623486,12.3000275,12.48165767
(-)3xSLv1,8.823190031,9.001765547,8.950259075,9.054756272,8.82216835
Anapc11,13.21913958,14.30555191,14.40714767,13.55211872,14.05958661
0,9.133558072,9.207469411,9.177347788,8.973043447,8.916893147
4930422C21Rik,9.000600064,9.00304475,8.909221437,8.783187079,9.022225119
4930449I24Rik,8.837335111,8.989656013,8.852237324,8.992091197,9.02132591
Mbtps1,14.63123115,14.07707662,13.90343729,13.94698497,13.97556485
0,9.176165171,9.200890682,9.0649629,8.98251388,8.86609899
Cacna2d2,12.28453612,9.960913072,9.909717773,9.669676194,9.51011218
0,8.88105439,9.116443048,9.138899178,9.149943801,9.098791328
Lcorl,11.23445112,11.08514068,11.42477464,10.91799856,10.70530759
0,8.903742512,9.424704351,9.339206975,9.066037488,9.168017126
Gbp5,9.110616844,9.198213893,9.200034994,9.000220449,9.147608614
A830082N09Rik,9.229850233,9.422380523,9.365405861,9.051376282,9.319900506
LOC100045469,8.882438,8.85740207,8.824668508,8.807894618,8.989574458
Gm2650,8.99108412,9.401928481,9.063631067,9.077698876,8.980152842
Mcm2,10.09946285,9.837612298,9.53675049,9.70829025,9.389046684
Eno2,10.74923044,10.74280797,11.89522433,10.90268182,10.18533338
Trdn,9.06926424,9.0296932,9.001073635,9.175904863,9.044131825
Rims4,8.859908533,8.993811107,8.98742073,9.024259975,8.995629886
0,8.962403091,8.868913856,8.71173529,8.731141223,8.979433794
Fiz1,9.376752181,9.946353238,10.02159243,9.853745861,10.45870222
(+)E1A_r60_a135,8.813847361,8.741298129,8.803570957,8.869226727,8.746903379
Rnf7,11.60931186,14.02293249,14.3484109,13.32525273,14.16630292
D13Ertd787e,9.753609015,10.55962075,10.51451748,9.65781467,10.55276937
Dact1,10.7365233,9.457921764,9.420955365,9.342972242,9.066887518
Kcnh6,8.948471782,9.008645575,9.111624809,8.740852482,8.916473221
Edn1,8.852075828,8.890521788,8.794302924,8.830229418,8.96635465
Trim42,8.914582359,8.818994641,8.839227755,8.83948121,8.966358276
D030056L22Rik,11.54531783,12.34448918,12.39652564,11.71570948,11.9789105
Glra4,8.85758711,8.958683122,8.876673795,8.868782086,8.914617911
Gm9099,9.106026074,8.823171114,8.945650563,8.834922447,9.113207969
D17H6S56E-5,9.015728874,8.906925254,8.97338972,8.873000873,9.015794711
0,8.865384434,8.758597987,8.824801256,8.856582977,8.896826293
Chmp4c,8.799922553,8.784902021,8.766471185,8.964477038,8.804911821
P2rx7,9.184918651,9.712698557,9.708862988,9.873506694,9.791966904
LOC100044016,8.92869905,8.997306976,9.073009454,8.849062291,8.913962153
Bub1,9.294939996,8.866756594,8.853771422,8.996811137,8.968503218
Krtap20-2,8.916605885,9.030833313,9.033328138,8.911457136,9.314276345
AI451617,8.780427209,8.687041866,8.750257431,8.817434293,8.983686948
