gene,neonatal_OPCs_Mean,adult_OPCs_Mean,adult_oligodendrocytes_Mean
LOC100048710,313.2938682,200.2770193,204.789187
0,4358.148457,269.1459707,240.7701052
Hmx2,354.1367776,221.8325034,218.7198059
Olfr481,389.804853,224.4673636,365.726133
E130118H10Rik,330.7254039,258.5258473,278.3132916
H13,9568.164276,6416.06455,5960.420605
Pin1,332.5274206,243.928818,249.5939523
Ptpro,4874.7558,576.3901591,297.8970943
0,3318.506019,1394.867713,1794.29011
Vbp1,1561.538701,2333.567391,3723.12387
A830007P12Rik,386.5719397,264.5667734,265.3163675
Ssh2,351.0672839,355.7012811,455.5773689
0,250.9507242,213.589872,229.65653
Timp3,10029.74,1076.924773,986.5113436
Gm11194,232.3724594,216.7993357,220.670818
0,369.9338218,493.9224275,582.4323923
0,247.9445639,218.8782577,239.4660893
Gabra5,260.5860218,215.3849636,214.6087666
Ccdc72,3905.6359,2013.32855,2127.540773
Gm3406,228.8464082,229.8846825,231.9351214
Pdpk1,1282.914954,1080.026327,1023.894846
Zcchc17,4362.072359,7530.789695,7990.485927
Usp24,329.9838329,279.7354111,262.5007523
Gm9543,258.4216452,227.2484293,207.7301123
Gm6379,1075.913949,708.4438634,622.7483064
Defa26,260.9922873,230.6060468,264.6667123
Olfr544,4374.837621,3732.286478,5549.493105
Gsta3,389.8596527,859.1029355,813.2866577
Alox15,236.2416935,213.6802325,238.3531593
5033425G24Rik,244.3573727,246.6292234,240.1975805
Fxyd4,212.5645718,212.4001582,222.0902825
0,258.7136021,203.8032652,223.4234545
Rreb1,529.8156136,276.3712768,279.1817177
Brms1l,4486.537597,3619.521491,3280.498694
0,266.4502848,219.467763,207.4513432
Samd3,202.8904248,199.2198216,223.3041316
Gm600,222.9987633,216.5440098,223.4496639
Fhod1,1208.92245,313.3993595,290.8223291
4732460I02Rik,384.8138779,412.7935734,415.8808141
Nhp2l1,1987.51215,2370.558934,2020.123146
Gldc,1699.202152,358.1522664,330.4876366
Olfr773,226.7090282,227.9822632,249.27409
Olfr95,246.8979403,231.047443,244.8741055
Ighmbp2,576.4132227,606.5374314,692.4099427
Fam55a,235.8137694,236.7440359,225.6201948
Aox1,928.7847903,558.0850364,309.074723
LOC100047651,292.4818088,458.3602348,436.1071877
Olfr314,215.8360091,240.1387902,240.0485855
Olfr1318,232.6717006,205.8816518,211.5602275
Rnf121,1948.563031,1152.266294,943.1386093
Tpd52l2,3173.706764,4014.128015,3396.4557
Cfh,10356.25709,722.259998,291.5208991
Dnahc10,248.4094367,221.157392,218.8247089
Tsnax,3709.259364,3557.752624,3319.583381
Gm3911,282.4254215,410.7561773,457.0115757
Trmt61b,204.990358,235.735943,210.8878786
Gm6265,45299.12573,48489.29664,54505.76748
Ocrl,3286.622758,1426.23683,1243.152709
Snapin,512.1230388,1403.794218,1635.988264
Bcl2l2,231.1715061,322.5983152,336.1773485
Tmem174,337.747277,437.3247273,365.9236305
Gm4987,39613.54711,23912.17311,23101.78602
0,31605.45599,15438.75456,14231.49711
Wdr45l,464.3331624,560.9477098,587.4709861
3300002P13Rik,277.2441382,324.1778975,281.287403
0,309.7340285,370.0996886,336.0048434
Gm11556,233.0712298,275.2870136,227.6044052
Olfr845,213.0407718,254.6571343,225.1629709
Zic5,252.5981812,246.764209,233.5612255
Kcns1,217.9035445,243.7357378,239.1128911
V1rh1,219.7445442,231.9527218,231.5982039
Tmem176b,14083.67146,1348.552381,501.0593268
Cabp2,214.3059845,228.2366648,224.0191389
Trmt112,1591.325143,2406.784924,2425.541709
Gm6181,2322.402643,4180.835795,3921.489561
Prrg2,871.9602948,1481.845666,1393.300859
Wfdc15a,208.8582633,212.8060825,203.0469441
Zfp637,2895.778656,3314.505202,3390.837076
2410022L05Rik,698.2000094,862.4095018,807.5116023
Fam126b,2361.481602,2607.690268,2369.862347
Dnmbp,252.0513058,232.6710673,246.5516927
Slc25a44,275.8513136,368.0670689,390.510045
Adck1,834.5302106,1003.237285,1025.168681
0,228.65791,234.3907432,234.3704436
Gm5845,22426.20006,10606.39859,9706.202584
E430029J22Rik,213.9360467,197.2278039,198.8012666
Rab27b,273.5100203,235.6306269,204.2020839
Tex11,205.0817945,205.3072182,197.8492641
Nrbf2,579.2945245,853.1175059,980.4095745
Spcs2,968.9920164,982.6755005,1679.606672
0,2640.102924,3484.112119,3766.25762
Bdh1,1308.583077,787.0888848,741.4063505
Gm4340,208.5694588,216.9086168,200.5535373
0610010O12Rik,355.5688761,682.390113,747.9985684
Cntn4,243.7862348,223.6720345,208.5465091
Aak1,2704.600201,1786.53401,1904.160104
Gm962,580.3668961,638.3017141,675.0879273
5830426C09Rik,441.8323748,561.6988325,595.0132886
Nras,1672.719277,1127.734923,1032.059454
LOC100048531,237.4366406,277.313711,277.0090302
0,204.40341,216.2372895,200.2015917
Pus10,543.5302155,506.663647,508.5664214
Wnt8b,206.9621239,203.362597,206.7972752
Hspe1,7185.997985,5293.668518,7674.386932
Gm9785,265.2015482,213.2509852,201.0747959
Pbx1,253.3228821,214.7323405,240.856692
Fbxl5,347.2534488,1004.47362,1245.509416
Oog4,194.3952721,204.0179925,196.9502331
Slc25a41,239.4587733,271.1349564,223.471423
C730026J16,254.502253,695.7380652,735.3831075
LOC100045219,229.7996036,193.7649503,216.2717232
Phf19,297.2146942,238.7561652,245.011743
Ano9,231.2126367,215.0261827,190.8602236
1700017D01Rik,200.4882591,220.4628309,219.8944059
Klk12,211.7421945,253.0692452,234.0056809
Krt4,200.6217367,199.9082445,212.0481125
Nrxn3,331.2320442,229.2518391,236.4704039
Gm6307,189.4722273,193.7006764,187.5012843
4931403G20Rik,234.1528136,240.0450284,306.0926202
Atg7,1121.317098,2030.266687,1744.668146
Lrrc26,183.5043318,214.9045782,198.4386136
LOC100045212,184.9716942,212.9702495,188.3348691
Tppp3,541.9912167,10417.37129,15141.73927
Ugt2b38,222.4805721,211.6969573,213.1061084
AU020147,209.9909042,219.2098741,219.2452491
Rasgrp2,738.1512897,241.4703741,283.8401077
4933402N03Rik,187.5756279,198.9769861,188.9475477
Atp11a,5482.445159,16558.40798,14868.8791
Fam55c,358.9305545,2196.600324,2350.597807
Mras,573.0437118,465.0285836,518.0323734
0,12773.26141,23200.00885,29783.78855
0,508.5486042,554.856545,689.9855516
AU018091,382.0535197,567.3921732,623.643588
Gm12657,13447.05469,9693.730305,9085.345027
Mgp,29470.59252,7268.057791,425.1573093
Rapgef4,188.6937758,199.1106014,205.0493798
Ints5,235.5927091,230.3696475,242.5489682
6720407P12Rik,2388.849981,734.0237234,761.507672
Phf17,235.1835118,501.671653,492.5381552
Defb1,188.1710033,189.538247,181.0232373
Camk2d,288.6329845,274.3794123,301.315908
Hist2h4,27179.97899,4983.727366,3833.0573
Cd200,704.637403,591.845877,589.6722102
Vwa5b1,192.2370376,183.7117432,189.1729641
Fez2,1347.102574,3113.190792,2753.826549
Pigs,4027.444823,4140.250905,3870.993391
Hyal5,186.812747,192.701759,206.5804786
Cldn13,180.6951709,199.0332302,192.9453509
Slc37a3,668.0446997,763.0985306,750.9572266
Slc16a3,990.3754894,1211.539068,1026.912664
Zfand2a,1019.907036,2272.728627,2037.786084
Olfr1157,212.2089776,185.4206425,190.6440641
Luc7l3,13860.23696,14287.16713,15853.20499
4930444A02Rik,514.5864458,505.7239073,439.8485673
Kif15,208.8334155,204.7508945,213.7207316
Olfr91,182.2968955,203.2071734,301.0371027
Gm97,189.0625373,193.2448498,196.0632002
Sema4a,1341.277122,731.749803,577.7616584
Ttll9,191.1421155,222.8532511,215.3713073
Gm626,189.3440915,203.4466545,224.9304489
Kcnmb2,195.2662855,190.645382,267.2057259
Xylt2,3196.488908,1758.858873,1573.07256
Slc45a3,239.9120409,573.3810223,566.250375
A130014A01Rik,263.1256006,309.0118414,282.6503314
Slfn9,456.4557512,1066.9603,1223.214016
BC089597,204.4297979,211.6294725,218.0811643
0,468.2556155,613.8905143,740.8357411
Zc3h12d,210.2452673,225.7837361,194.1262059
Cadm2,308.4876918,347.3551811,413.6023111
Gm6096,33432.66459,14823.19395,13988.49889
Mkl1,3726.460712,1652.184152,1490.556806
LOC635918,211.3786503,278.57412,219.7980177
4930513E20Rik,232.3530688,282.8473307,267.7031186
0,1598.730042,1245.303854,1687.201135
Lao1,200.8105315,222.8278864,210.2601439
Smcr8,255.3648558,253.7388907,251.8670775
LOC100045311,200.5103027,194.6928955,208.7108686
Gm5092,197.6275879,211.2230927,217.0118591
LOC100048072,208.6812006,208.3920393,190.6225782
Hmbox1,398.8096079,483.5761593,564.0328623
A530016L24Rik,218.6056894,206.5395259,247.1286441
LOC100046942,198.0315673,191.658263,223.324937
LOC100048424,230.4902309,222.5930424,226.1201891
Tmem72,213.8622376,231.3780498,229.4396134
Gm2835,207.2982997,202.2781945,235.9450625
Rasl10b,200.0437452,218.103165,207.0670843
LOC100041824,200.9003406,205.0408984,207.6635869
Nfib,565.072397,372.2332316,490.5303939
E130018N17Rik,199.3525748,214.8371948,217.0701152
Frem2,404.3585379,289.9468436,293.6269855
Rnf4,1141.678211,804.1960566,846.4428159
Apeg3,229.5603806,217.2935502,203.6404957
Gm5792,291.197933,314.4304884,422.2761998
2310016D23Rik,205.9721797,230.6026252,247.8485084
Gm5622,216.2367861,221.12203,216.1233975
LOC100045911,213.7579136,269.3817982,222.18585
Trav7d-3,279.0648597,294.5568807,311.3643334
Tmprss8,219.0293406,238.3352641,253.7435723
Gm5897,213.6514021,210.9292159,242.2472059
Zfp616,227.9858903,268.9256002,222.6335901
0,221.7738688,226.3029073,225.4272705
0,244.8099658,236.339213,237.6399841
Olfr311,230.5995406,215.3150589,218.9167016
Otud4,1733.820377,2114.791968,1686.936057
Gm15452,383.4977448,253.0031405,219.2172625
Glod4,3523.180048,11204.94643,10748.318
0,223.4874685,229.9003383,234.7292352
LOC625360,1483.494348,762.3875016,827.4673793
Hbxip,3728.908917,5106.124802,5135.619411
2010001A14Rik,215.8287321,218.2431027,227.7670141
Rnf207,242.2982791,247.2170548,224.2515252
Mast4,285.1327606,546.6947064,672.2911145
Gm3716,246.3273006,211.047845,213.6248566
Ddt,2639.691558,4316.340216,4724.256195
4933438B17Rik,308.8781436,205.7475764,211.2961948
0,295.8716836,210.4003177,210.1844832
Smr2,319.3132948,272.418663,244.7117916
Gpr137,2817.090309,4230.002374,4304.813726
2310043D23Rik,314.2995455,241.7493518,207.7997416
Tead1,318.8258845,223.2060891,220.1185743
Cdc16,6133.587842,2801.863543,2387.960032
4933408B17Rik,372.6588785,221.4262695,241.703911
0,297.2685291,198.5393007,226.6739659
LOC636187,42437.18303,27925.25775,30230.90786
Prl8a1,246.6738648,211.8530633,210.428838
Gm8777,273.5025515,230.9407266,206.8479028
Uggt1,543.1493233,424.7350614,447.3390032
Gm4978,3529.846361,1573.487961,1537.50487
Cyld,1699.149285,2512.518132,2446.316493
Pcdha12,389.7506642,256.2174957,251.4962316
Rsad1,460.5792306,327.6621711,348.2606934
EG628171,324.8371285,217.5087573,229.938632
0,432.3266376,618.3866548,573.8398398
Gm9636,317.3348427,235.4551627,218.0600843
Tdg,405.1708464,301.7831845,335.917468
Krt8,365.6546109,230.8603161,237.6622132
Hand2,346.4710824,238.2315102,223.1736393
C230060E24,323.4946455,215.7263018,209.7194348
0,372.0781573,1742.129037,873.8056282
Fem1a,3336.495298,4805.601991,5108.061991
4930513L16Rik,355.1564527,252.2221023,277.1153805
Nhlrc3,458.6289697,391.859628,450.8089714
0,332.0098758,275.2686159,356.5314952
Med28,307.3715161,304.1991777,313.3058377
Krtap3-1,278.55007,208.3978868,209.3955782
Lrrc33,500.2204206,338.7179895,338.8365184
Wdr25,311.5803564,285.2656584,321.2144716
Lsm5,1711.623512,1438.867432,1427.03796
AI661384,268.5240735,230.3058548,213.2473682
0,2661.276485,2122.469204,2078.086318
Gm4507,255.6798012,232.4473968,279.5689243
Pcbd2,1403.152147,1255.321939,1290.312983
Gzmk,355.5839424,332.7416675,384.9710673
Trim14,237.2222788,222.8330125,239.8608989
Mvk,14582.10525,9227.728711,8476.713561
Gm13420,258.8071427,226.4551107,221.2336916
Gm3514,242.1556455,208.0965964,219.7003216
Nfia,299.8459691,280.2848614,332.6213377
LOC100047087,243.7087252,212.3112484,212.6186084
Fam49a,313.3182679,230.1675309,222.8973107
Loxl2,260.6836388,272.5495405,271.5589102
0,470.2266918,514.2608389,562.0170348
Eif4ebp1,1242.107187,279.7890927,250.0294182
Ptger3,248.60005,223.1196243,218.9356457
Osta,216.2173761,220.926063,276.1170064
Kctd21,271.7012876,452.3897693,549.6184489
Peg10,248.7944642,323.9852373,419.984985
Ces5,233.3550706,209.6728619,223.6220961
Inpp5d,255.7492712,250.3993566,268.6319311
Oas1c,263.2716109,232.3283818,236.2664284
Cdc42se1,1428.050451,1375.71394,1424.867697
Ywhaz,2103.979037,1888.490348,2607.252323
0,219.351625,217.5797184,216.758157
1700110I01Rik,232.5368745,204.1313759,233.1440798
0,211.0504821,201.438227,223.4352464
Gm2643,282.2700427,305.1806291,333.316657
Olfr1450,232.3822297,225.5539464,243.6206161
Gimap4,232.4682088,202.6804707,217.35706
Dcxr,343.3999058,538.3812802,535.3424266
Sgsm2,3834.626674,1097.272608,1170.170721
0,4702.200877,2374.306017,2051.098795
0,238.2802047,282.55956,306.1431523
Gm6378,32895.61949,18404.21555,18865.37326
Gm6583,285.4155452,251.2454932,232.0845102
Sstr1,238.4807564,222.8414491,212.0778795
Gm11390,278.0972794,262.205413,393.3353639
Gm3469,654.1305373,599.1510457,476.3375841
Wdr17,489.3026827,504.1092136,516.2721398
0,356.0511958,328.482945,345.834235
0,55856.08355,43484.51665,41682.46049
LOC100048016,243.7610033,228.7905236,240.8602289
Apba2,7106.109927,1034.341521,615.8222457
Kiss1,246.075013,259.0981743,276.8350493
0,494.0813336,394.7331786,260.1578052
Gm9352,254.2891255,254.8109982,221.9723473
Cbara1,4856.111073,12015.78656,10597.57875
Inhba,274.5578773,297.3469827,231.9139182
Olfr664,224.4324821,294.8775166,224.3641052
Rpl27,17440.21685,6199.211915,6067.923245
Zfp148,913.7400221,623.9241425,767.4195548
0,226.7334533,264.8135468,234.9970164
Isg15,970.4663,620.7579198,540.0571473
4930485B16Rik,241.9081909,232.3576182,220.4903705
Serpinf1,17170.8352,790.5727048,272.456927
Rhox2e,245.4094782,265.1353736,256.2537482
Polr2f,2715.03418,3527.606503,3369.247203
Gm3577,216.8921958,236.8205684,204.4441891
LOC640739,245.9170418,273.4584707,281.1868389
Mrpl27,4688.181348,4661.361039,4290.82549
Wdr81,3453.913511,6146.747825,5701.397468
Rnf38,3555.516042,2303.733342,2232.840383
AV249152,516.4323109,484.6461193,485.8402761
Gm9294,17669.94846,5588.29203,5377.771961
Olfr498,224.8358948,214.3943055,201.3171075
Pon2,285.6772627,526.120937,543.9109205
Gm13977,234.4169215,460.0462975,226.5551907
Gm270,232.0675221,204.302462,216.4366834
Kcnd1,229.0129118,208.3874152,209.9736836
4833423E24Rik,215.391593,211.3110745,211.8308702
Snrnp35,995.5291297,1363.515326,1478.459102
Trim24,3813.827172,1865.479675,2277.655545
Trmt2a,2244.762586,2620.130443,2422.10424
AU017674,233.9156003,256.6143316,219.7379332
Apoc4,222.5141076,258.3463723,228.1658755
Zfp114,247.1021988,286.3363636,292.0063109
LOC100044492,216.9215973,220.7260877,216.2579602
Lifr,722.0488497,2006.104094,1944.648228
LOC100045888,242.7906385,217.0576014,220.317268
Dock3,4254.667697,35652.4537,20040.63599
Zfp651,255.4067203,271.7406336,275.9280193
Tmem64,805.6749573,243.5371875,223.1548455
Tmx2,4685.522326,6040.252155,7058.880882
Fam46b,219.2816712,199.2265293,219.6796855
0,494.0865639,453.7555573,468.0707939
Pax6,236.1608994,214.2211113,215.6758916
Pla2g2d,207.558373,199.9521336,206.0904475
Rnf146,314.3339791,322.1965664,345.0864993
Zbp1,210.479193,218.2120625,215.7635382
Gm2294,191.3524521,192.639353,199.9796152
Ano6,629.0762415,251.0927873,242.6531124
Galnt9,213.9604421,207.7512259,202.8728348
Gm4907,271.6159733,383.5685905,227.8231286
Slc39a3,1617.720549,4934.848598,4640.987221
Trpv2,416.6561021,336.6839275,315.0610457
BB014433,220.7357588,211.1670693,194.2383402
Olfr25,207.5754858,207.1070718,225.0123598
Ptprg,792.0034664,247.8406709,900.9424873
Pax2,186.9108145,211.3208432,195.9020698
Ap1g1,445.1419661,536.4829873,635.6414307
Krt39,188.6409236,198.8517805,202.0971561
Zfp143,255.1997661,323.796722,356.4145407
1110028F18Rik,206.0406536,210.7861514,202.5109858
Gm2830,203.6066585,218.8135995,199.5496484
Gm11563,185.5858903,202.4732516,202.98467
Olfr559,188.8263814,217.2385561,198.5761611
0,211.2324573,203.5149423,200.7939402
0,213.5529542,354.5203793,368.4836825
LOC677460,214.5545942,219.2950566,194.8201436
Hlcs,391.5340242,411.1232473,478.2474482
Gm13134,207.7091879,183.7145727,226.242823
Rhob,363.6538633,2358.443804,2145.84289
Dus1l,3812.226193,4256.168616,4294.334532
Scfd2,218.3197945,203.4112998,193.8744748
D9Ertd306e,167.4664609,183.4099045,181.7458875
Olfr1115,177.9751848,197.8886375,193.5218961
Ppp1ca,20798.9846,16299.37571,16326.58358
Gm4889,32432.61696,15410.1807,15455.45848
0,182.6001297,205.9520373,181.767402
2310001H18Rik,176.3341564,193.8730759,199.08311
Zrsr2,516.230127,650.7012536,841.6867298
Svil,3721.864939,805.3379902,586.7444643
Gm5431,173.0776127,204.2338023,196.8440482
Hist1h4d,18782.62488,2881.623758,2059.19591
Tbc1d14,3056.031734,10693.80245,8655.645534
Slc7a5,505.7687897,237.5551864,196.1317807
Atp5g2,34133.14601,26124.2166,25730.16864
Creg1,3046.833137,2235.776081,1881.944479
Gm3865,540.0711194,222.9109195,268.598315
LOC100048386,171.4381576,184.636609,193.5967164
Gm4250,232.5114533,246.4542723,221.736275
Trav3d-3,379.8627306,212.4065877,240.5710941
LOC100048698,208.9246482,220.8890614,221.8681186
Slc28a3,181.6924636,221.6098616,213.7601636
Gm5860,194.2496306,258.7327239,239.4895814
0,290.1693358,245.8359707,224.4706043
Elmo3,192.9306061,221.1264598,223.5691023
Stx17,382.3918539,619.6903577,635.7481064
Zfp207,1059.477378,1631.51239,1075.980308
Rundc1,260.0855727,486.00884,486.1530055
Tmem79,221.1541915,243.1831807,291.346263
Hist1h4k,26594.59152,4790.295166,3857.425773
Cklf,474.9113352,304.7763834,282.6653741
Fbxo47,187.6751876,192.1927664,222.5015355
Slc19a3,193.8841685,191.0126868,197.8955455
Sike1,237.724887,365.7618168,352.8621766
4930404H11Rik,190.5886403,199.5955645,205.4916832
2810008M24Rik,1703.230017,4349.442892,4262.492159
Hmg20a,2605.603362,2049.810905,1852.46818
LOC629091,198.4574227,216.2495934,202.7012489
Gm8909,202.9036055,242.3132257,210.105568
5830477G23Rik,208.0042906,262.9464107,243.5643907
Trav14n-3,203.0648436,257.9416848,223.8115889
0,205.0771385,233.9368398,200.3983045
5830433M19Rik,271.5554973,298.4747057,262.519218
Tnf,229.1448623,222.1699581,227.2541944
Gm2169,222.143393,304.2024734,302.3217789
Oprm1,56754.33233,51581.13008,55419.1647
Lrrc16a,231.1821079,213.1141943,221.2849941
Hnrnpa3,16511.20032,7306.94807,7961.441848
Gm2056,223.7195958,240.041267,256.143697
Ptafr,209.9737479,212.0105236,229.8578443
Gm3764,305.2700209,262.1474686,255.7807775
Fkbp1b,467.4051142,236.5791627,268.8080127
Ogdh,604.7584152,471.7179577,443.0798391
Paox,1205.781548,1368.178489,1151.000894
V1rd17,219.4479076,230.2531541,198.3244489
Ly6e,2062.074037,773.8890736,399.0008459
Sgsm3,240.9934797,339.7102448,332.9219764
Ctso,236.6220227,355.3127843,344.1451907
Gm8212,238.8963606,240.999032,242.9316359
Gm2422,232.1463474,248.8201093,231.1001636
C430017C20Rik,299.4348314,259.4286516,227.4108468
Nrg4,210.4926712,247.9897041,212.5228159
0,751.3227333,777.9135302,897.3927202
Gm10030,221.8025324,278.2371614,239.6440161
Esr2,10812.39794,8464.79888,8938.668714
Arl4d,383.1566639,2797.387681,3937.980949
Gfpt1,268.0903933,235.3267109,253.7847875
Olfr1154,245.8024745,219.5120761,220.5663382
Abhd3,248.2750724,213.8137482,226.2389498
0610011L14Rik,243.3691615,230.5687811,255.6147295
Hspa2,640.4173536,1645.308732,1543.544864
Gm11575,16565.70344,5128.182331,5043.19432
4931429P17Rik,237.9120903,210.0156489,215.3145916
Coq5,281.8104166,401.1364874,439.5884139
Sdhb,3451.398115,2891.172333,2112.263318
Rbm28,5839.790797,6130.288182,5907.796502
Gm9156,336.7862224,293.1465586,264.0502686
Ptprj,564.9627912,310.3314741,304.3429434
Naip7,312.5853103,271.8738643,285.6094425
Atp2b1,1475.051108,1265.648886,1778.287989
Gm7381,648.3307418,501.9055141,656.0902784
Krt10,689.8719542,583.9740586,525.6324866
Csf1r,6058.776576,2509.949589,3332.501827
0,324.6634767,215.6111968,193.6065716
Tmem97,1379.411884,1358.553895,1427.387825
LOC638799,278.3797245,240.0230761,253.4536098
LOC630302,276.0328324,205.584245,224.9317832
Cbr2,330.4218939,243.485787,247.0753934
Mageb3,271.3730094,220.181197,208.6730391
Gm2275,313.4309582,236.803008,269.0972241
Gm3251,664.8366333,580.5182716,758.0803457
Sirt1,1503.854669,1322.457195,1296.123483
Fbxl21,375.6407955,249.7788802,244.7043755
Gm8443,346.0683894,225.4915257,215.7903964
Porcn,2641.431862,3366.716951,3210.349484
Bbx,579.9998088,666.0051214,584.3397107
Slc10a3,690.4368033,354.772277,292.8836182
Ctsm,367.2339067,251.9902673,269.2302159
1700120K04Rik,365.3561779,266.8379655,289.5535339
Rbm4,2146.146089,1819.618352,2156.258471
Cpn2,284.2168415,203.4011777,253.9715364
Gm7159,28153.595,11821.4433,12773.6203
Rbm46,289.3545952,212.7222373,217.2179182
Ncr1,254.1340074,208.2082393,211.2061657
