gene,neonatal_OPCs_Mean,adult_OPCs_Mean,adult_oligodendrocytes_Mean
LOC669153,200.7997624,209.578557,212.0862707
Hmgb1,8926.496373,6179.456286,7337.214316
Gsta1,173.8749947,187.741752,197.2419652
Alkbh5,629.5639055,945.2114107,907.2823189
Fam71e2,201.4103755,192.6331398,206.0756159
A430103D13Rik,584.7472955,740.7163032,747.2268614
1600002D24Rik,188.603903,219.6949352,213.6741273
Mup6,176.1238488,182.5093605,209.3988095
D11Wsu47e,1767.15515,1358.458065,1208.594242
Gm5584,172.0751561,178.9993532,187.2662036
Rhag,181.2661573,195.5549723,189.580033
0,242.86,255.57673,256.0463468
Gm3880,194.4683155,217.6660343,222.332286
Atf2,459.4517318,527.4613109,817.4327675
0,16325.25749,6447.701209,6227.52122
Atg12,855.3752879,602.2904966,786.5660516
Gli1,1313.163481,314.8531157,273.6946582
Akna,259.8538852,231.3244532,236.8142752
Gm2389,212.948653,209.9047234,207.8771327
Nhsl2,988.4730061,285.8593698,223.2875566
Gm4603,204.2339482,201.007817,205.337443
Ssxb10,212.2095252,349.2666773,300.8651909
Gm6993,198.2526552,233.4206634,233.376813
Rell2,479.50342,381.6333836,354.5085407
0,2944.747678,21253.52004,21639.62893
Olfr930,186.1762152,211.5423234,190.5034618
Cd79b,208.8911755,197.7425764,226.9201316
LOC100039244,197.5200406,190.1429673,204.8651232
Rbx1,5661.377909,4478.79866,5198.948536
Vmn2r114,193.8868052,214.0335248,211.8454439
Abca12,246.7913582,212.568765,208.4712341
Fbxl2,427.7314152,276.2631055,270.7327836
Gm4253,9314.597353,8092.56189,20117.18942
Zrsr2,207.6977124,218.4580301,214.5965032
Omg,4120.113203,14213.47426,9752.027302
1600029D21Rik,211.7375645,241.4993682,242.1613207
Ccny,360.4643639,241.671285,286.458797
Nol4,310.0972779,215.8296016,225.8156375
Gm9780,358.9737376,210.2599455,202.3138859
Coq5,219.6165527,314.3595918,345.2883764
Cd82,352.9366788,3117.449614,2391.897649
V1rc26,206.8888079,184.8251155,194.2131555
G3bp1,300.1942964,330.9115755,360.455575
Irf8,257.8425309,249.5053482,281.0815047
Gm10729,188.6031564,193.6057323,193.840822
0,62657.63888,43769.61466,43385.02986
LOC628205,597.1361888,473.5452209,489.2285466
4930443O20Rik,208.8629965,323.3594297,216.8479877
2510003E04Rik,593.923533,1288.891713,1783.013934
Acsm3,231.9992191,243.242325,261.1882693
A630077J23Rik,216.0439609,293.4941786,220.4313318
Cd83,714.4333415,254.0723977,294.0680798
Gm4300,236.3505361,228.6853452,235.63552
Anks1,3654.568434,2408.059805,2707.571003
Lypd5,461.5773376,417.427802,419.6627834
0,5899.197684,4636.088406,4053.202825
Robo4,436.352,314.8827105,321.8910859
4933426B08Rik,236.7372945,198.0540639,220.7857616
Fbrsl1,1199.588059,1074.92321,1123.045649
0,315.6247336,389.2863727,403.0394407
Serpina3k,243.6092003,203.3979236,221.3370407
Gm5135,18757.06143,7580.450489,8615.045668
Muc6,226.6266803,233.4674341,208.761477
Ebna1bp2,264.7821445,379.0226214,431.151833
Msrb2,999.703173,758.0106164,668.3561584
Lrrc18,245.2239467,201.7049055,206.4934768
Sdhaf1,2266.870119,2437.930087,1514.765708
Hisppd2a,606.9273297,1386.456911,1091.041348
4930596D02Rik,237.7450958,218.7164493,226.2890789
Gm2224,240.9820658,212.1190318,202.0661252
Ccl20,258.2566945,231.2064327,211.076683
Gm12758,279.9618452,274.736598,241.196323
Dnajb6,953.7255224,1285.420881,1627.729237
Cd79a,264.3031842,230.4052514,231.5147455
Fundc2,273.734237,279.5587236,271.7152293
0,5211.828002,1607.355045,1171.044366
Fbxo24,291.9842548,284.8325955,288.8769693
U2af1,558.1456424,792.7001532,787.423718
Asb1,301.7350458,267.1263691,272.2777443
Bdnf,258.4226648,222.2565993,228.1538389
Map4k5,6810.784706,10966.01043,10982.8662
Gtsf1,274.9749185,204.1599357,217.616665
Hist2h3c2,505.1303627,822.3878461,764.6739809
Gm3901,275.5598155,219.6758855,217.9092886
Aes,34217.9058,53701.45857,54452.36389
Olfr497,318.9015897,211.07961,215.4118314
Gm2276,286.4532861,217.1978514,207.4462041
Lcor,722.0123709,453.557168,609.500465
0,356.7185945,249.390115,252.504297
4833420G17Rik,8829.840073,5660.143648,5436.925675
Diap1,507.2096627,429.6887152,431.8252482
LOC100046925,287.6485542,223.507305,217.5050207
0,590.9397291,695.1052934,825.848822
Krt23,283.6106503,244.5168011,208.9489144
C1qtnf4,759.746577,331.5532107,288.8983391
Slc44a4,282.5526121,242.8059786,236.2388541
0,274.9407573,221.416608,226.9699198
Pafah2,465.1559536,521.1108982,565.3655523
Rab11fip3,3454.787985,4645.111392,4637.008142
Gzmd,237.2280321,218.0679923,225.4411016
I1C0022H11Rik,244.7844561,227.1619786,250.9449086
4732491K20Rik,360.226533,330.1583243,352.708415
Cnga4,245.4518403,229.3024482,237.563552
Col23a1,389.0321767,275.4740077,275.0011907
Rel,253.0778421,228.8642084,255.8506248
Cish,553.8089733,280.2330509,252.0250282
Pacsin3,3949.234578,18098.57954,16454.47583
AW552393,274.7869923,226.8523143,211.7702505
Gm14439,33381.32789,26159.68166,27271.50339
Olfr108,258.9398058,217.5789007,214.8740025
Wdr26,839.9165048,496.3254214,549.6762282
Atp6v1f,16719.82347,31442.62337,29939.63393
0,278.0977482,235.9722493,224.1784917
Dlgap1,310.4289903,243.13071,239.0595843
0,257.2068097,259.8929205,243.9199559
4930534H18Rik,257.7610727,224.52794,241.0736218
Rufy3,6178.281321,15853.56868,15591.91543
Slc22a4,421.1482994,235.54898,236.4059248
0,760.664567,1722.54698,1755.831187
Kctd18,214.4661294,294.1314261,307.0461848
Vav3,269.4332652,227.6490586,240.5955277
Arap3,306.79599,264.6969809,273.383313
Zdhhc20,308.2354227,1224.814813,1500.931453
Fam40b,203.8081864,230.9202402,234.6576405
AW551984,3027.965946,3180.312401,3228.275482
Gm9892,6790.936189,5626.048832,5582.940445
Fes,297.6089821,285.2668523,277.7480243
D130019J16Rik,501.0279261,1660.964731,2042.181601
Stau2,1063.469323,605.5861214,576.7752098
Prc1,2037.849114,313.4320025,227.8722077
Peli1,19263.84528,4748.782791,4045.571952
Nlrp4g,228.12937,216.004525,227.945797
Gm3320,221.22611,204.952678,218.5211682
Cdr2,302.1010458,463.9690755,536.19269
Rbp1,261.1718694,237.095073,319.6630418
4632428N05Rik,366.7987085,317.0487211,322.5307705
Gng7,432.6308264,437.3992573,444.6914959
Gm7461,255.1387173,230.5337198,213.6097834
Adam17,297.9622415,363.0456661,362.4342995
Ncrna00085,266.3724161,233.7305541,271.7455761
Mdm1,320.2019427,297.8111605,296.570703
0,252.2247488,272.1059907,310.0671143
1700019B03Rik,257.1963191,243.9110814,218.8874005
Ccdc8,269.7871342,348.5271311,219.0527241
0,246.2442839,256.3876964,268.5604586
0,244.8103494,221.216652,231.1518925
0,1373.800594,1121.765031,1204.336118
0,55503.30855,50331.69008,32781.01751
Tas2r121,274.8767767,227.3046957,226.8495927
Tef,17462.33412,26792.66698,19980.64433
Gm3240,275.0540403,236.894511,211.2659083
Apol10b,306.0701548,230.3662727,247.088868
1110020G09Rik,910.2633221,1322.626591,1092.23147
Plcl1,1209.00534,12369.44086,18279.04579
AU015268,352.9520552,246.6655289,221.1584861
Cdh2,9280.628515,3255.384783,2824.240678
Crb1,252.4513579,242.077513,234.589467
Gm648,230.1442197,229.48086,211.1843411
Calb2,266.1800839,240.7853793,247.0671098
LOC432971,524.3411161,1007.061108,874.8133591
Axl,945.4274061,331.9526484,256.8699945
Tcerg1l,245.6345664,220.6224291,213.3061141
Fbxo15,236.3549973,236.0123517,221.5491034
Defa-ps1,271.3875739,241.0719882,231.7812505
A530017F20,252.7957276,239.0433755,222.8435902
C730027P07Rik,250.9672533,226.3881494,244.8572459
Cldn16,192.8777782,238.6911875,211.801099
B930036N10Rik,236.1887142,219.7181232,229.5402123
Rhpn1,455.634927,247.9515055,241.7763414
Brcc3,1401.25718,1650.877173,1820.796892
Dnajc5g,238.6423761,202.0934391,216.5373469
Ptchd1,226.1044206,223.8266243,200.3461602
0,252.3735815,298.6885343,472.4506402
Pdhb,4245.026726,3746.060399,3126.558448
Acad10,8788.879417,4633.319604,5357.502136
Ints9,3460.338802,3056.299419,2841.802158
Gm5615,349.6399721,204.9898673,197.9781186
Dynlt1c,16564.64372,4678.766502,3966.351868
AW050198,215.54459,249.8199543,228.6132584
Car9,275.8882433,223.763308,242.5948082
0,230.4877124,222.4404545,219.6754611
LOC100047574,249.5015148,282.6276757,231.3398825
Atg7,229.9198488,339.186867,343.4523375
Lnpep,248.1812188,380.6230832,423.2968791
Rpl23a,24554.18923,14292.3326,12989.99349
Mbnl3,217.4682064,229.1118755,196.754057
0,12660.19758,10563.66722,10794.16325
Atp6v0a2,845.0906482,2148.83418,1166.582493
Vps8,254.7599224,805.0558036,674.2527541
Gm9623,216.2805603,219.3200957,206.8925043
Nhs,238.6238124,231.2091032,238.2774218
Jam2,355.5940661,290.8219495,260.0938282
AU018794,255.0031079,386.1395286,469.2425227
0,5571.026579,4868.454427,2590.31146
Slc29a3,205.643373,345.4255441,256.2608559
Cnp,15214.50898,52572.4681,60871.67982
Matn1,248.3221882,232.5664961,213.0199002
Itgb4,313.5161403,14941.37411,15655.51071
LOC100045412,231.1628542,231.5237311,250.0444709
0,48470.18041,30106.09944,31296.78159
9530036O11Rik,210.204297,214.7392773,332.7769586
Nde1,2902.510934,9012.433866,12404.32773
Synj2,403.8763906,3472.873357,4094.568789
D3Ertd751e,225.2243727,234.1004302,228.2403255
Cmtm7,691.8013473,332.0899082,214.3965652
Vldlr,4663.607168,13158.60697,10600.16686
0,218.1026912,224.580077,232.6634007
Sdr16c5,205.4849476,203.6659977,258.2706275
Olfr390,200.6768548,202.2584717,203.231882
C130090I23Rik,229.3818764,272.7396625,248.9085
Dmrt1,691.4204421,377.4221716,355.753933
4930549C01Rik,201.6064564,203.591728,194.9017018
Murc,277.1160895,420.0102889,462.538228
1810009J06Rik,187.1644103,200.4166282,209.0656509
Rprd2,397.4491639,385.0386064,461.6571311
Plbd1,261.4305215,221.5022234,224.1506514
Snf8,1277.966618,2382.894341,2406.914956
Mmp28,195.7174806,198.12732,199.471458
Dctd,226.9970891,191.5310516,192.0643636
1110004E09Rik,1403.801077,1669.785312,1865.857971
Ccdc15,233.4678203,263.3102066,269.9074964
Fgfrl1,4490.310248,3199.075437,1821.253253
Dlg4,359.7727121,260.4588223,292.0583859
Hoxa5,183.6928073,193.0933957,177.7321659
Asxl3,181.5808894,191.9293514,189.9488834
2610037D02Rik,237.737927,329.4180982,511.2435364
1110051M20Rik,207.7081348,303.4140459,284.4985857
BB557941,197.7723688,227.2497368,224.1666857
Cntln,727.9850627,653.6829586,519.7079575
0,178.48674,191.97382,307.599475
Acaa1b,1230.253174,4631.286403,3701.491408
0,439.0227397,635.6066534,838.9178332
LOC100046253,166.1369924,203.6027452,202.5667711
4930509E16Rik,179.6855527,176.5852139,187.96774
LOC100047839,189.7109336,200.6571902,206.3180459
Tmem40,620.9721294,267.9499261,241.599878
Mpi,503.3699036,537.4251939,501.0779555
Gm6598,189.9719958,211.7934605,222.0608595
Zfp809,226.4834006,324.3721027,370.8413823
Npff,798.9548842,841.359693,896.1945277
Sult1e1,181.1411312,194.3402975,204.0486066
Inpp5a,756.0580606,2899.833394,2532.466452
Mpdz,441.8862742,471.7306095,691.8990661
Olfr1298,189.2600267,187.2353261,216.160673
Zfp808,213.7537021,221.6125836,244.7766093
Rtn4ip1,186.6184548,213.4684161,220.055457
Vhl,2403.889658,2270.120591,2525.389191
BC049730,179.4792933,202.2789391,190.164667
Pfkfb3,483.135577,2427.694407,2327.699849
Oasl2,425.1450809,384.7068661,266.4689586
Krtap3-3,192.0788964,202.4151361,200.0401114
Bmpr1b,233.3653964,217.2389727,246.2621998
0,197.6119215,200.2763209,198.7530168
Rab10,5415.822204,7296.945505,7094.48348
Olfr1285,201.2955321,207.0756698,220.5193557
Olfr216,202.8334245,207.964395,226.566357
Krt35,203.0326539,220.6468123,212.652038
0,492.9389685,713.1909368,724.2091798
Pecam1,208.9544006,270.6499884,360.0351618
0,198.4237827,201.2974784,225.0578157
Ppt2,558.9498776,712.8921325,759.8853911
Gjb2,7933.851955,796.186132,257.3281998
Gtf3c2,3183.044186,3441.171301,3182.668705
Serpina1e,194.6282752,229.8155114,220.2708695
Gm10404,789.6479,493.58041,522.5270411
Golgb1,242.8414364,277.2860659,283.5671852
Snx16,261.1187821,346.2799268,371.4708675
Gm5401,206.5828973,218.2404014,213.6706698
Raph1,235.1137261,216.0794673,212.4002157
1100001E04Rik,223.2020961,221.7088373,196.356035
Asxl2,1239.544582,1158.625944,1253.362057
Irak3,201.2574738,327.386903,348.4760041
0,661.1215509,5149.906162,3745.003056
Pvt1,261.4621918,431.3885189,399.991242
0,37077.44802,53878.75507,61903.43755
0,224.5997673,272.7761693,288.6381039
Nxf2,223.7968267,239.4379095,317.9690102
Usf2,8564.294045,4881.836173,5349.89343
0,29850.56918,9317.613989,9581.258755
Ctsc,261.2099609,235.24606,252.7924407
C1galt1c1,1540.943477,2120.063989,1804.790828
Fam116b,617.0596773,656.2091086,627.0986186
0,206.5659552,197.3008816,206.396395
V1re9,203.1407736,208.1977245,199.5463359
Fgd1,341.9076252,235.7413716,264.0624561
Mospd2,340.8393924,495.245248,538.4241248
Nin,294.1383715,246.5880355,235.7016961
Slc40a1,332.3201927,298.2751975,236.3670545
2610002J23Rik,1674.424504,1405.59786,1355.488883
0,240.8207236,212.1618309,322.2257609
Zfp800,253.5693252,315.2452336,272.8695045
Ino80d,1344.09041,1277.662732,1216.89182
Ncapd2,4754.237724,897.5578059,720.9289457
Abca1,2069.470977,1014.779399,769.5378452
Sult2a1,217.6266415,211.7720802,198.4918032
5830418K08Rik,1536.117997,1274.945082,1080.91307
Ifi27l2a,961.4611779,1634.619428,1473.664163
0,490.3723803,308.2444232,286.293558
Hscb,1189.585759,1242.101748,990.6864748
LOC100045315,1292.005272,1314.173124,1419.613864
Entpd4,407.7295236,320.2992941,277.814698
Rpl39l,246.9138948,208.181533,219.0929109
Cox6a1,57812.27567,55301.50705,60714.57263
Wdr7,256.0104833,294.8879066,308.2877634
Lin7a,286.7686327,212.3565877,214.6701732
Fuk,2211.392759,2060.234414,1796.30298
Gpd1,2782.027668,23120.6416,24889.31048
BC018465,263.6346694,218.3920623,223.9933267
Nkx6-1,736.578203,235.9619698,238.8613616
Crebl2,295.2415785,477.922847,685.2112618
Gm3854,309.8261755,231.1709286,211.8227577
Cdca3,1817.661905,264.4938911,232.8335784
0,292.2925752,280.5285048,246.5089052
Armc6,1205.335399,1288.125428,1885.986491
AW061147,1124.100983,1060.575259,1136.491158
Zdhhc12,987.8445003,1522.693455,1228.726022
Crlf2,4689.523109,776.813818,719.6102489
Sc4mol,15731.53675,27209.27243,32206.6462
Klhl28,3109.138517,3388.588959,4175.812976
Zfat,481.4015358,384.3912334,344.7688123
Gemin7,788.922477,820.2647745,1021.301696
Gm6126,2883.403211,4177.751686,4426.288436
Xrn1,476.5984697,499.1372082,537.2662618
Gm3941,299.8206406,283.7058909,245.1306093
Fam159b,306.1581124,226.1033873,197.238625
D6Ertd474e,319.4469652,225.9648153,226.0040614
0,310.0095242,260.196457,259.5778007
C030044M21Rik,467.354207,228.6705839,248.9779855
Chsy3,323.6631824,262.3084223,227.341603
LOC100046162,300.6456215,222.1783784,235.3937555
0,12098.01886,3631.496535,3555.26457
9430038I01Rik,286.1342024,262.9790327,216.4833311
Homer1,497.2204779,384.5236414,495.7330218
Tns3,5515.019609,3105.123981,3498.432183
Mast4,432.7643433,3877.029548,5041.563255
Acsm5,237.2134136,225.4062136,223.7685048
Gm16509,230.4790606,228.2401336,220.854102
Ranbp9,310.0654133,352.9593161,434.4191918
Rhox4e,250.5045673,230.8795668,227.4182784
0,271.0224036,250.2636632,249.0649861
Wdfy1,2130.791626,2321.131352,6114.866361
Tubgcp4,418.9026764,392.2940398,460.2707664
Tst,441.3438955,1170.06086,1173.987262
Btf3l4,1031.325033,621.0852334,673.1125734
Tom1l1,1052.601784,276.3900868,294.7316559
Pou5f1,291.3553985,252.1719016,268.5183389
Olfr1423,244.4117833,229.6032516,287.5825332
LOC668727,294.30103,232.1751636,237.1932882
Tcp11l1,273.5542252,364.9488673,493.5676825
Olfr1,244.0216379,231.068327,229.7376505
Shroom2,283.5278576,281.480245,273.2278286
Ermp1,1066.63258,6800.238711,6440.474817
Gm4938,2750.742347,2972.753467,3339.026219
4933425L06Rik,216.5742503,232.4057948,270.9250565
Slc17a4,241.4783867,219.6608175,246.1995361
Aatf,815.4842391,827.4989068,909.1201243
0,473.3899048,252.9500345,261.0068873
Cntnap5a,233.8504624,249.3901207,259.8312391
Pmpca,498.0802764,1342.528969,1237.02821
Rpl31,56019.69424,46163.01116,54240.11245
Anapc4,19780.57431,12543.42413,10466.6655
Car11,612.1683291,949.5573152,1199.276755
Gm7896,227.9499973,224.6834205,213.2842134
Gm14135,254.6889221,242.0311898,222.8699016
0,301.3423342,513.329182,677.8246952
Smarcad1,774.193097,491.7059541,476.596267
0,344.5248697,354.0084993,370.2607425
Gm5048,1004.080422,1477.466485,1457.450091
Zcchc8,389.4705861,533.1093445,513.8222052
Klra6,227.550557,238.1838918,218.658235
Plekha5,353.1744524,460.6746964,396.7379889
LOC100047284,297.7272094,356.7453132,317.8515593
Bod1,4354.141497,5819.39945,5380.9204
LOC676620,252.0209421,245.9464316,233.3767795
Cyb5b,2066.536211,2467.621121,1622.871892
Olfr862,294.0199379,260.0269434,219.6190151
Spem1,322.952283,267.8824007,256.12352
Nbr1,415.1230715,616.9456925,792.6240014
Tspan2,5737.750746,55546.2292,59906.89839
Fam160b2,258.6204012,298.0579111,278.0629718
0,3180.730765,5624.74206,3622.138804
0,257.3597921,259.8014927,259.5210025
9430018G01Rik,243.4541452,249.1049218,220.3527036
Ocln,250.1484324,223.7215527,230.2730282
Chic1,239.4448582,252.0593536,239.6303857
Thap6,270.0524142,227.8490584,227.5011907
Cux1,1752.549515,1612.366399,1416.41239
Med16,2307.891658,2449.499106,2289.683163
Foxp3,239.2458794,226.5748891,236.6281568
Chrnb3,225.1997155,231.6649441,221.8362441
0,220.0417079,228.2017986,217.6998609
Gm166,240.1583424,247.6166857,241.3055298
Ccndbp1,650.7439442,1738.59685,1690.203059
0,20630.26842,15261.40666,14677.02572
Btf3,1299.070727,1683.790515,1888.541237
Spata2,3172.957773,8125.446864,7301.497375
Lyzl1,218.1012652,207.207962,219.0121666
Smtnl2,392.9836252,1587.483791,1524.269498
Nudt8,374.5129009,508.7403118,531.529858
LOC544908,236.5618733,210.9816755,200.7056532
Adam11,604.7522973,725.5484159,929.9719327
1700039E15Rik,235.9421148,207.8891877,210.9072523
Gm16452,217.5008642,209.6315218,213.9950725
Zfp329,228.3026458,232.4797564,250.123588
4632415K11Rik,266.2258358,298.5041777,253.023928
Kifc2,1023.569039,5067.0907,4581.900084
Dock2,204.5416118,216.8463432,204.2714895
Zh2c2,214.3480991,268.6621539,237.4027089
Spg21,221.3815752,281.118637,255.0401027
Sfrs13a,216.5346445,497.1455261,255.3807293
LOC552902,3833.329395,3730.204218,3685.769414
Zswim6,204.6819545,260.3169048,228.0426525
Zfp672,609.2201033,724.1754341,392.4017089
0,219.9491855,215.3015784,283.8159523
Fam96a,1122.512731,943.0392961,1134.097915
0,63157.9257,49562.98082,51833.90344
1700027D21Rik,219.9425821,259.4700989,254.7961748
LOC665301,212.7182741,221.5323573,224.8184889
0,7994.649776,12772.03145,10925.69201
Qk,4389.717052,2427.54892,3841.174357
BC030307,3949.830653,354.6929336,343.7205545
Gm6787,215.4558509,229.7758468,206.6666411
Cabp7,211.8862794,231.0338509,199.9137477
Gm4755,226.4893921,208.5683409,211.8273311
A830005F24Rik,208.3391812,272.714938,250.8272327
Slc12a9,594.9477961,977.993568,810.9606884
0,253.268083,286.578642,344.344178
Nfyc,319.9156067,431.5354716,408.7156732
Tmem57,1720.168003,1436.597273,1456.976681
Ppp2r1b,222.5687785,295.9850564,262.1885927
Naa35,2689.712611,2189.43906,1807.844205
Dazl,209.6131188,206.1199617,193.0289132
Erdr1,46730.88915,48770.66277,60625.02236
Siah3,223.4410285,353.0530102,337.1011348
Nlrp4e,194.8795712,204.5225743,190.3403682
Ptma,21041.68641,40782.6936,51064.14249
Olfr96,248.8674403,292.5205761,307.0694361
Gm12836,184.4530555,206.8241266,207.4820728
Svip,776.6802864,3222.479826,4593.624127
Ttc32,250.4863115,356.7677843,328.8880827
Fh1,1578.819571,1737.033211,1646.801515
Rpl17,9067.308115,4796.71273,5662.016075
P2ry10,202.0391909,196.7367523,202.3169718
0,1090.248747,210.1168748,207.5966425
Map2k4,1591.634168,441.6184773,459.2397707
Msl2,1109.179263,824.2138298,981.2164359
0,194.9620164,203.9942984,224.5373502
Bgn,406.8659845,413.0497189,405.5623191
OTTMUSG00000017864,189.0585585,190.7288593,184.9378075
Fam98c,2107.290754,2107.568574,2317.1058
Sra1,3355.397532,4115.67412,4297.282979
Gm11759,2102.964749,1733.195298,2614.591025
Gm5529,937.963887,705.9004314,765.0456582
Enpp4,473.5638127,11301.66821,9489.215493
2810046L04Rik,228.7602445,297.4003598,304.5948991
0,557.6571691,508.2181264,645.0659455
Stk10,309.3974739,387.5177825,502.7764361
Foxd4,200.1853358,192.5860243,212.9185657
Tubg2,649.1443345,1087.161573,975.130592
Il12rb1,183.8647536,989.4159675,1709.569779
Chrna10,191.1230976,202.7264075,215.689898
0,186.3062412,210.3567336,189.3903527
1700040I03Rik,351.6292585,788.28842,821.4931893
Gm6557,337.4565748,570.5431257,515.4513477
Sh3bgrl2,207.5824855,255.1314911,308.2995889
4932431H17Rik,315.4416776,484.1619934,557.8607816
2310002J15Rik,204.7627476,197.0822925,217.7223914
Mtif3,214.7046255,346.8144139,342.84448
Cxcr6,221.8384133,265.3418805,237.9455518
Gm7546,189.9472027,206.317047,201.7707876
0,196.396767,207.3077163,238.0649998
Gm10220,215.865493,302.160482,322.1789745
LOC100045721,224.9339415,276.6598811,275.6011264
Myot,188.2981506,184.3373534,195.6956225
Gfm2,317.8315055,338.9038286,328.9140732
2410124H12Rik,176.6948927,197.2354368,197.3550559
Phospho1,208.4047124,225.3088445,215.2924393
4930430F08Rik,673.8915685,1535.413099,1565.513003
Tmed1,7258.389658,4252.077619,3551.487358
Gm4680,170.5001809,193.1384359,176.52296
Aebp2,533.9067809,651.6321545,717.6608577
Hnrnpa3,624.9938182,490.5077191,692.9390423
LOC100045251,241.7940691,331.6685914,347.5961218
Cntd1,207.4024003,220.0074509,221.9311955
4930539E08Rik,190.1397085,188.245812,206.4831664
C79238,202.1132679,337.2675965,210.7329043
Etnk2,837.9930052,271.4953586,238.0551682
Tnfaip8l1,570.7715018,240.065667,224.2566299
0,203.5862403,203.5636019,209.9613002
Pnp1,911.9835009,705.1680311,963.9748236
Cpsf6,748.3361755,531.6270568,591.5266025
AW555464,26771.70758,9396.421849,9303.1939
Zfp646,271.131213,372.625737,394.019855
Rabgap1l,283.842673,444.0214139,406.39722
Dsg2,229.4166458,213.6562489,225.6754282
1700019E08Rik,201.4610821,208.834225,212.6796457
0,4107.862059,1467.781682,1485.487559
Igfl3,193.6622921,196.5676857,206.9091936
Tfdp1,1029.947026,390.1261923,449.6149993
Nkx2-4,297.8217748,371.1194016,334.0518164
Rps29,55095.98885,45817.43313,48536.39568
Zbtb38,297.38477,842.3765002,1101.807244
Ypel1,227.3868185,247.5378573,237.4377048
Traf6,2323.687639,1792.118414,1832.927395
Chd8,11631.5767,7877.896307,7208.681448
1810031K17Rik,299.8286179,631.2524086,751.7104491
Tff3,240.0174894,198.8299395,214.97546
0,236.045583,255.1347714,274.2529827
4921528I07Rik,196.9917764,192.4209552,207.9174766
Olfr480,217.6656861,216.8379182,217.7155827
LOC100046768,213.10427,201.7572145,213.394062
Prkd2,374.9856397,268.4930245,240.778902
0,1096.289765,568.3201384,740.2094259
Sfrs12ip1,1027.097745,715.9619939,736.6003127
4633402D09Rik,214.1066158,207.369473,199.7705102
Tut1,238.037507,306.9373811,321.3109405
Gm7167,211.6536997,220.4413423,213.8975839
H2afb3,1820.336267,2944.439589,918.2343711
AA517023,354.9706939,623.1935025,665.92742
0,218.3881764,238.0954184,232.072365
4933427J07Rik,240.5118527,210.1737936,222.6410516
Slc35a5,254.4053873,441.8074586,618.9318632
Gm5619,3232.149977,2111.620225,2020.798614
Gm6822,4736.16873,3677.70587,4194.746343
Dkk4,243.3677821,223.5560057,227.4471827
Cpz,7216.190839,524.3503557,226.2001645
1810012P15Rik,315.2211882,247.6632143,248.1854207
Lancl1,249.6040942,441.716948,503.6935473
1700084K02Rik,221.3522191,240.7828093,222.1254107
Bri3,2050.990227,3893.998401,2995.912155
Olfr791,217.2858703,273.099495,221.369787
Dmwd,10301.24256,17918.40037,6682.512534
Megf11,288.4684118,227.2615927,221.7158514
Gm806,213.0420206,209.8339575,217.992325
Olfr1442,230.7324894,215.1213066,246.817102
Slc4a1,245.1978833,253.6324848,232.8919509
Kcnt2,701.1256009,252.9136782,228.1394902
6330416L07Rik,485.7952055,565.1718523,600.3668575
0,265.5158091,273.42361,221.0776702
Serinc3,18983.40718,25128.43731,21345.99958
DCP_22_7,294.0521105,232.6472384,257.9129262
Htr2c,248.5618155,214.0307748,206.0940909
Zdhhc5,2538.669772,1270.694248,1304.506716
Gm6460,266.7667724,222.7088525,215.6808116
Chl1,1271.027232,256.8120311,249.3038205
Gm2122,271.3316473,232.3498832,258.3137439
Tmem194b,309.2055112,263.0536841,280.3809409
A2bp1,852.8198015,266.1371443,243.3647609
Retnlg,348.7600155,220.0278577,253.4788447
Usp21,2083.438355,1738.574375,1486.926027
0,8901.531476,51486.44641,47426.92262
Spaca4,353.3597755,283.1896564,300.55379
LOC100047131,2599.62093,2055.175631,3433.728054
Anapc11,370.2050742,284.1603291,366.4811011
Rnf217,443.0262903,239.93941,256.2817427
Spata2,928.2942761,1946.111649,1937.23109
Otud7b,394.1034185,1290.465805,1817.309797
4930544O15Rik,299.5369391,243.3109025,240.432325
Wdr67,1301.521088,842.0234709,715.9546295
Thpo,278.8976215,248.6119236,213.7751839
Fbxo44,406.4985018,809.1189111,684.5340466
Ankrd32,806.6230082,562.8374368,527.4748659
Clec2d,332.2234588,240.3338334,231.5804961
Macrod2,369.2385976,285.3296141,293.7727614
Esr1,275.5254394,234.658078,214.9974905
Lysmd2,979.6808842,1075.239673,2055.392857
Gm5093,683.4818297,711.9972766,685.3096845
1700008F21Rik,261.3014767,241.1048205,266.7888705
Zbtb40,2053.879862,2284.121086,2653.635205
Myo18b,1631.54007,1811.148795,1650.093767
C80120,218.8357364,216.995902,217.0625955
Med22,1200.680962,1222.042631,1310.07103
Gm4769,9364.13198,5139.592677,6100.558625
0,252.6714956,231.2461493,236.4033961
4930525F21Rik,256.2939888,228.5508702,224.5454968
C430048L16Rik,284.8556315,350.4353752,356.5138914
Fank1,303.6061318,234.341525,228.7691459
Gm765,269.1594991,243.4614873,233.2376857
F8,281.5021945,252.2021089,262.7821868
Zcchc24,17274.89078,26087.90319,30871.13817
LOC100046614,295.1166021,228.6764845,232.2126377
Gm14288,5429.238264,4599.058914,6299.513867
Arhgap6,349.8560773,242.966897,242.3655282
9330111N05Rik,257.2906488,253.890685,261.2911561
Bat5,410.2315585,790.1681166,723.0104843
0,217.9044752,217.2077839,226.6390164
37500,19706.48242,26393.31684,24078.95518
Efcab7,215.9187785,210.3674177,222.1430361
Ckb,5351.022036,19318.69875,13024.12337
Ins1,241.3623727,257.5109443,277.6907152
