gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes
LOC283856,0.1690475,0.3841165,0.291875117,0.423595667
LOC283867,0.1,0.1,0.1,0.1
LOC283888,0.07086545,0.1169722,0.1413575,0.106964167
LOC283914,0.1,0.1,0.1,0.1
LOC283922,0.82113025,1.8644475,1.921095,2.063341
LOC284009,0.106176,0.1,1.614298667,0.1
LOC284023,0.895071,0.94000175,0.228491833,0.918575833
LOC284080,0.060079975,0.1,0.1,0.1
LOC284100,0.1,0.1,0.1,0.1
LOC284215,0.1,0.280834,2.520966667,0.25566425
LOC284260,0.0965349,0.1,0.134484,0.102855167
LOC284276,0.1673925,0.1,0.0954411,0.1
LOC284294,0.1,0.1,0.1,0.1
LOC284344,0.082618925,0.08629715,0.1,0.1
LOC284379,0.1,0.1,0.1,0.1
LOC284385,1.0555195,1.0100655,1.921098333,1.001649833
LOC284395,0.1,0.201439825,0.111007167,0.101261167
LOC284408,0.177591,0.3809685,1.106153333,0.1
LOC284412,0.068650425,0.157544675,0.370941833,0.21098975
LOC284440,0.0975234,0.127031225,0.08713025,0.134234417
LOC284454,1.42037325,2.10961975,4.17429,0.55166025
LOC284551,0.08410685,0.1,0.1,0.1
LOC284576,0.0794827,0.1,0.1,0.1
LOC284578,0.169391125,0.3396825,0.1,0.101357583
LOC284581,0.24417975,0.5476425,1.1727603,1.704437583
LOC284632,0.086958525,0.1,0.1,0.1
LOC284648,0.4679615,0.437333,0.5336427,0.37287375
LOC284661,0.1,0.0847429,0.1,0.1
LOC284688,0.08259885,0.1,0.1,0.1
LOC284751,0.22335325,0.17163775,0.1,0.307986833
LOC284757,0.1,0.1,0.1,0.102545667
LOC284788,0.1,0.1,0.1,0.1
LOC284798,0.083724425,0.1,0.1,0.1
LOC284801,0.269856,0.1,0.1,0.1
LOC284837,0.07491045,0.113508,0.63754,0.101970583
LOC284865,0.1,0.1,0.1,0.1
LOC284889,0.0953345,0.1030745,0.1,0.1
LOC284933,0.1,0.15147035,0.1,0.112290583
LOC284950,0.15455175,0.590848,0.228223333,0.128697583
LOC284998,0.9087985,0.59987025,2.139091833,1.7631965
LOC285000,0.1,0.1,0.1,0.1
LOC285033,0.1,0.1,0.1,0.1
LOC285074,3.24826,2.5104745,3.75809,2.315691667
LOC285084,0.061132475,0.1,0.1,0.1
LOC285103,0.1,0.1,0.134879667,0.1
LOC285205,0.078319575,0.1411995,0.620725,0.12970625
LOC285326,0.1,0.1,0.1,0.1
LOC285359,1.06805,2.8511875,0.205358,2.21844
LOC285370,0.1152903,0.09452525,0.384737333,0.195591667
LOC285375,0.1,0.12219525,0.1,0.103122917
LOC285401,0.1,0.1,0.1,0.132463167
LOC285419,0.1073985,0.12728625,0.1,0.15338375
LOC285441,0.9253482,0.222018825,0.1,1.841086083
LOC285456,0.0788464,0.142992575,0.378313833,0.28329075
LOC285484,0.11109875,0.16566775,0.1,0.15918125
LOC285501,0.1028795,0.096991525,0.1,0.100879917
LOC285540,0.409496,0.189865625,0.729715,0.699704917
LOC285547,0.1,0.1,0.091915883,0.1
LOC285548,0.07102615,0.1,0.1,0.1
LOC285577,0.1,0.1,0.1,0.1
LOC285593,0.2594315,0.108026275,0.1,0.200358917
LOC285626,0.1,0.0959425,0.095310233,0.1
LOC285627,0.1,0.1,0.0878865,0.1
LOC285629,0.1,0.1,0.1,0.1
LOC285692,0.1,0.1,0.1,0.1
LOC285696,0.089846275,0.13454685,0.511239833,0.1
LOC285740,0.1,0.1584995,0.1640595,0.101757917
LOC285758,3.756335,0.8951145,0.6338205,0.26480175
LOC285762,0.07853755,0.08057665,0.1,0.134152083
LOC285768,0.086389075,0.1,0.1,0.1
LOC285796,0.092951475,0.359483,0.087595633,0.1
LOC285819,0.2119145,0.1,0.1,0.138185
LOC285847,0.1,0.1,0.1,0.1
LOC285878,0.082404825,0.0771962,0.1,0.1
LOC285889,0.116688,0.22328725,0.116313,0.131144333
LOC285954,0.087653325,1.49984,0.1,0.127842833
LOC285965,0.107011025,0.082565575,0.090163167,0.1
LOC285972,0.085672425,0.1,0.1,0.1
LOC286002,0.067991375,0.0851304,0.252070833,0.140732917
LOC286059,0.066669425,0.1,0.1,0.1
LOC286083,0.1,0.1,0.1,0.1
LOC286094,0.1,0.1,0.1,0.1
LOC286114,0.1,0.1,0.1,0.1
LOC286135,0.079382275,0.1,0.1,0.1
LOC286177,0.1,0.1,0.1,0.107786167
LOC286184,0.078296125,0.1,0.1,0.1
LOC286186,0.0559651,1.0393645,0.1,0.10675075
LOC286189,0.455019,0.1,0.1,0.109461583
LOC286190,0.1,0.11129925,0.086159733,0.167662833
LOC286238,0.09924465,0.1,0.1,0.1
LOC286297,0.1400105,0.1,0.1,0.1
LOC286297,0.1,0.1,0.181580683,0.1
LOC286359,0.1,0.1,0.106036167,0.1
LOC286367,0.5267785,0.31319625,1.612731667,0.507470583
LOC286370,0.1,0.1,0.1,0.1
LOC286437,1.30679025,1.38894875,1.262021667,1.462265583
LOC286442,0.1,0.1,0.1,0.1
LOC286467,0.2879945,0.19166875,0.1,0.50475325
LOC338579,0.1,0.1,0.1,0.1
LOC338588,0.1,0.1,0.1,0.1
LOC338651,0.1211531,0.28074575,0.410208783,0.187010833
LOC338739,0.083600325,0.1,0.1,0.1
LOC338758,0.83422885,0.82729825,0.180457333,0.4244695
LOC338799,0.304944675,0.40343325,0.529529833,0.430408917
LOC338817,0.1062415,0.258279,0.18081275,0.243628917
LOC338963,0.1,0.1,0.133182167,0.108126667
LOC339166,0.1,0.1,0.093519017,0.1
LOC339240,0.1,0.1,0.1,0.1
LOC339290,2.9670525,2.095648,4.306491667,1.803187083
LOC339298,0.1,0.1,0.1,0.1
LOC339442,0.0844361,0.1,0.1,0.1043585
LOC339505,0.16323045,0.158676,0.8947715,0.101707167
LOC339524,0.39114315,0.207304525,0.092031767,0.207386167
LOC339529,0.09679625,0.131935725,0.1,0.139833917
LOC339535,0.1,0.1,0.1,0.108798167
LOC339568,0.1,0.1,0.1,0.1
LOC339593,0.141591975,0.15420275,0.1,0.1
LOC339622,0.1,0.1,0.1,0.1
LOC339666,0.115660075,0.22953525,0.1,0.117941917
LOC339685,0.06497455,0.1,0.1,0.1
LOC339788,0.073361925,0.16843875,0.1,0.268905583
LOC339803,1.1999945,0.83358375,0.684313,1.162064167
LOC339807,0.087533525,0.104303125,0.1,0.100221333
LOC339822,0.1,0.1,0.1,0.1
LOC339862,0.1,0.1,0.1,0.104009417
LOC339874,0.134635375,0.17631125,0.1,0.156998917
LOC339894,0.263214,0.25570675,0.101505667,0.171794
LOC339926,0.1,0.1,0.1,0.1
LOC339975,0.0937896,0.1,0.1,0.1
LOC340017,0.1,0.1,0.1,0.1
LOC340037,0.1100928,0.132930075,0.5258015,0.1
LOC340073,0.1,0.1,0.1,0.1
LOC340074,0.071324625,0.09482555,0.08781195,0.217850917
LOC340094,0.1,0.1,0.1,0.1
LOC340107,0.1,0.1,0.1,0.1
LOC340113,0.1,0.1,0.1,0.1
LOC340357,0.1,0.1,1.304535,0.1
LOC340508,0.084532725,0.1,0.1,0.1
LOC340515,0.085808125,0.1,0.1,0.1
LOC340544,0.1,0.1,0.1,0.1
LOC341056,0.10950275,0.213477,0.415109833,0.1
LOC344595,1.277628025,3.353082,2.212168167,0.6939335
LOC344887,0.1,0.1,0.1,0.1
LOC344967,0.1,0.1,0.1,0.1
LOC347411,0.1,0.1,0.1,0.1
LOC348120,0.081126875,0.08638715,0.1,0.1
LOC348761,0.0784947,0.06113515,0.1,0.100576417
LOC349160,0.10446925,0.1,0.1,0.1
LOC349196,0.12769175,0.6152185,0.369164,0.659984333
LOC349196,0.102548975,0.662635,0.369604017,0.591909583
LOC349196,0.128933475,0.65093525,0.368943983,0.570618333
LOC374443,0.56011075,0.53893375,1.4318515,0.2581725
LOC375010,0.0777643,0.127233125,0.088681733,0.1415
LOC375190,2.3764875,2.545603,2.514661667,2.62844
LOC375196,0.1,0.1,0.0930176,0.101986
LOC375295,0.25737125,0.1,0.1,0.1
LOC386597,0.080704325,0.1054778,0.083991233,0.119354667
LOC386758,3.61921,2.692805,1.801823333,2.126374167
LOC387646,0.1913758,0.90259575,0.697549833,0.722834417
LOC387647,3.1104485,4.44848,5.370728333,5.1437375
LOC387723,0.08639095,0.1224158,0.323516667,0.185800667
LOC387895,0.2140145,0.1,0.1,0.100957167
LOC388152,0.367575,0.175149,1.466319,0.467740833
LOC388276,0.1,0.1,0.1,0.1
LOC388387,0.082046825,0.1,0.1,0.101769
LOC388499,0.1,0.1,0.0892314,0.1
LOC388553,0.1,0.1,0.1,0.1
LOC388588,0.1,0.1,0.107712333,0.105196667
LOC388630,0.0626719,0.1,0.0881471,0.1
LOC388692,0.2701551,0.2617971,0.166591167,0.10131325
LOC388796,3.2583175,3.4204945,11.29688333,1.1359225
LOC388813,0.091824925,0.1,0.1,0.1
LOC388849,0.1,0.1,0.1,0.1
LOC388906,0.1,0.1,0.1,0.1
LOC388942,0.1,0.1,0.1,0.1
LOC388946,0.1,0.1,0.1,0.1
LOC388948,0.0887899,0.1,0.1,0.100779833
LOC389023,0.1,0.16222025,0.1,0.250586667
LOC389033,0.1,0.1705565,0.1,0.1
LOC389043,0.1,0.1,0.1,0.1
LOC389247,0.095072425,0.1,0.1,0.105963417
LOC389332,0.08274675,0.1,0.1,0.1
LOC389458,0.1,0.1,0.1,0.1
LOC389493,0.18051225,0.1,0.1,0.1
LOC389634,0.1,0.1,1.245881167,0.1
LOC389641,0.0861154,0.1,0.1,0.1
LOC389705,0.2185935,0.2604055,0.089084933,0.420361
LOC389765,3.949211375,5.2952875,5.516098333,3.370215
LOC389791,0.056467,0.1,0.08405458,0.105544
LOC389831,10.023835,3.7552925,7.789995,5.393183333
LOC389834,0.791001,0.555638,0.084017622,0.610888333
LOC389906,0.131063,0.62536475,3.109435,0.10383325
LOC390660,0.1,0.1,0.106555167,0.1
LOC390660,0.1,0.1,0.106555167,0.1
LOC390705,0.1,0.1,0.1,0.1
LOC390705,0.1,0.1,0.1,0.1
LOC390858,0.20774825,0.1,0.1,0.116769167
LOC390940,4.815595,2.154186,2.851536667,2.79051275
LOC391322,0.1,0.54107925,0.616875,0.792264833
LOC392196,0.115785,0.276872125,0.130098167,0.403004667
LOC392232,0.1,0.1,0.086658017,0.1
LOC392364,0.1,0.1,0.1,0.1
LOC399708,0.1,0.1,0.1,0.1
LOC399715,2.454442,3.58306,1.1632,3.303033333
LOC399744,0.09824507,0.139259025,0.708873667,0.19552775
LOC399753,0.477261825,0.51844075,1.581483333,0.808282417
LOC399815,0.143547975,0.1,0.354338333,0.1
LOC399829,0.1,0.1,0.1,0.1
LOC399939,0.081068625,0.1,0.1,0.1
LOC399939,0.081068625,0.1,0.1,0.1
LOC399940,0.1,0.1,0.1,0.1
LOC399940,0.1,0.1,0.1,0.1
LOC400027,4.364537,10.45674,3.857996667,7.327536667
LOC400043,1.0476184,0.37648,0.242562667,0.17722225
LOC400084,0.099664075,0.1,0.1,0.1
LOC400236,0.152090425,0.4516155,0.215787167,0.270435917
LOC400238,0.1,0.1,0.0997651,0.1
LOC400456,0.09282265,0.1,0.1,0.1
LOC400548,0.1,0.1,0.1,0.1
LOC400550,0.141635,0.0811075,0.1,0.1
LOC400558,0.1,0.1,0.1,0.1
LOC400604,0.1,0.1,0.1,0.1
LOC400620,0.1,0.1,0.1,0.1
LOC400643,0.1,0.1,0.466251667,0.1
LOC400654,0.1,0.083268325,0.1,0.1
LOC400655,0.1,0.1,0.1,0.1
LOC400657,3.1046,5.494805,1.261448333,1.683253
LOC400680,0.186521275,0.08751075,0.092579283,0.1174075
LOC400684,0.1214884,0.0999608,0.094402133,0.1333
LOC400685,0.118116,0.1,0.100883833,0.1
LOC400752,0.09432615,0.145747075,0.088802933,0.165895083
LOC400794,0.1,0.1,0.093974667,0.1
LOC400891,0.058874845,0.079899375,0.08536815,0.1
LOC400927,0.1,0.60220325,0.1409695,0.3628915
LOC400940,0.18150235,1.80104025,0.694033333,0.10131675
LOC400958,0.0819379,0.15782725,0.1,0.111658
LOC401010,0.1,0.1,0.1,0.1
LOC401052,0.520060275,0.4229895,0.124475333,0.467711417
LOC401074,0.171897825,0.08345965,0.324666667,0.1
LOC401074,0.171897825,0.08345965,0.324666667,0.1
LOC401093,0.1,0.1,0.1,0.1
LOC401109,0.1,0.321464,0.1,0.1
LOC401127,0.158658675,0.408918925,0.925489167,0.141809917
LOC401134,0.082157925,0.08348565,0.24928685,0.1
LOC401164,0.158184,0.1,0.1,0.1
LOC401177,0.1,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1
LOC401242,0.0817136,0.1,0.1,0.1
LOC401242,0.08172665,0.1,0.1,0.1
LOC401320,0.78686375,1.7310015,1.473416333,1.664874
LOC401321,2.614985,0.880734,1.7954615,0.792218583
LOC401324,0.1,0.1,0.1,0.1
LOC401397,17.203615,9.9589975,7.962578333,14.04549833
LOC401431,0.2634265,0.261411,0.285084,0.262191
LOC401463,0.1,0.1,0.1,0.1
LOC401497,0.1,0.1,0.1,0.1
LOC401557,0.1,0.1,0.1,0.1
LOC401588,0.8304935,1.6889945,0.779459667,0.54761875
LOC401980,0.1,0.1,0.1,0.1
LOC402160,0.1,0.071391925,0.276216667,0.1
LOC402779,0.10490275,0.0907204,0.09044225,0.1
LOC407835,0.059249775,0.08643155,0.551624667,0.100545583
LOC415056,0.2357505,0.844797,0.1,0.694306167
LOC439949,0.3994085,3.58715,0.3643575,0.363846167
LOC439950,0.602930925,0.67544165,3.057011667,2.223539583
LOC439990,0.11632975,0.0936183,0.08753885,0.104307167
LOC439994,0.170280025,0.373647,1.711040833,0.4035465
LOC440028,0.0960383,0.084949075,0.432654617,0.11358125
LOC440040,0.077922225,0.1,0.2885875,0.1
LOC440041,0.1,0.1,0.1,0.1
LOC440117,0.1,0.1,0.1,0.1
LOC440131,0.1,0.1,0.1,0.1
LOC440173,0.08655055,0.1,0.1,0.135349917
LOC440288,0.34071975,0.34788875,2.347157333,0.340260667
LOC440297,0.0458555,0.049810575,0.331323167,0.106791917
LOC440297,0.04055241,0.05106265,0.3782985,0.1092375
LOC440297,0.0458555,0.037250788,0.372857167,0.104277333
LOC440300,0.126357175,0.17940575,0.752578667,0.263885583
LOC440335,0.1,0.120595,0.1,0.1
LOC440354,3.11314625,4.5002825,4.751228333,2.5734675
LOC440354,2.44195425,2.740215,5.452885,2.0730495
LOC440356,0.17873375,0.7206255,0.102441333,0.671995833
LOC440434,3.33834,3.7552525,3.846165,3.8433825
LOC440461,0.088654025,0.1,0.1,0.1
LOC440518,0.1,0.1,0.1,0.1
LOC440563,0.1,0.1,0.1,0.1
LOC440600,0.0865106,0.082573075,0.086753633,0.13303
LOC440700,0.1,0.1,0.1,0.1
LOC440704,0.1,0.1,0.1,0.1
LOC440894,0.0971707,0.147643,0.1,0.10439325
LOC440894,0.1256265,0.096308575,0.1,0.10439325
LOC440895,0.1,0.1,0.1,0.1
LOC440895,0.1,0.1,0.1,0.1
LOC440896,0.1775235,0.050945325,0.091616217,0.12658075
LOC440900,0.09837585,0.1,0.1,0.1
LOC440905,0.10039575,0.087445525,0.150643,0.103837
LOC440910,0.1,0.090830675,0.1,0.1
LOC440925,0.0810025,0.1,0.1,0.120949417
LOC440944,3.076958125,4.861665,2.316876667,2.772751917
LOC440970,0.1,0.0775615,0.1,0.1
LOC441009,0.09121155,0.1,0.1,0.1
LOC441025,0.1,0.1,0.1,0.1
LOC441177,0.1,0.1,0.1,0.1
LOC441204,0.670810525,0.743119,2.73718,1.574899583
LOC441242,0.1,0.1,0.1,0.1
LOC441454,0.26786525,0.81597475,1.7085425,0.737806833
LOC441455,0.08052265,0.11049445,0.100461333,0.169092667
LOC441461,0.3023895,0.1276935,0.131239333,0.218568167
LOC441495,0.1,0.1,0.1,0.1
LOC441601,0.082133575,0.1,0.1,0.1
LOC441666,0.4922575,0.23196825,0.379546,0.121837333
LOC442028,0.1,0.1,0.1,0.1
LOC442132,0.07809625,0.1,0.1,0.1
LOC442421,0.175774425,0.101106625,0.105246667,0.15857025
LOC442459,0.080862275,0.1,0.1,0.1
LOC442497,0.0849428,0.1,0.1,0.1
LOC493754,3.3208275,3.01267,4.791676667,1.911753333
LOC494127,0.1,0.1,0.1,0.1
LOC494141,0.076899715,0.1,0.088275883,0.1
LOC494558,0.1,0.1,0.1,0.1
LOC503519,0.1,0.1,0.1,0.1
LOC541471,5.5358,0.1,1.205375,0.3292825
LOC541473,0.117723975,0.1326615,0.115289833,0.114493083
LOC550112,1.92559475,0.96215625,0.256901667,1.08919075
LOC550113,0.1,0.18371775,0.1,0.1
LOC550643,10.43026,11.40771,17.10251667,10.16295417
LOC553103,0.1,0.1,0.1,0.1
LOC554201,0.1,0.1,0.1,0.1
LOC554206,0.13055775,0.570030775,0.093251683,0.2703565
LOC554223,0.1,0.1,0.1,0.1
LOC554223,0.1,0.1,0.1,0.1
LOC554223,0.1,0.1,0.1,0.1
LOC554223,0.076363705,0.1,0.1,0.1
LOC554223,0.076363705,0.1,0.1,0.1
LOC554223,0.087137575,0.1,0.1,0.1
LOC554223,0.087137575,0.1,0.1,0.1
LOC554223,0.06350128,0.1,0.1,0.1
LOC572558,0.11036875,0.1,0.1,0.1
LOC574538,0.1,0.1,0.1,0.1
LOC595101,0.1,0.278853,0.478974333,0.285676167
LOC606724,0.09425795,0.213136,0.25116,0.114321167
LOC606724,0.09425795,0.31960525,0.25356,0.114326167
LOC613037,1.3820475,2.6645375,12.991375,1.888607083
LOC613038,0.1,0.1,0.1,0.1
LOC613038,0.1,0.1,0.1,0.1
LOC619207,0.071365,0.09191565,0.246934,0.102738
LOC63930,0.1,0.1,0.1,0.1
LOC641298,7.7584325,13.655155,13.85095,10.65171417
LOC641364,0.1960075,0.1,0.5643,0.1
LOC641365,0.1,0.1,0.1,0.1
LOC641367,0.2520795,0.15317575,0.411988167,0.158033583
LOC641515,0.1,0.1,0.1,0.104581917
LOC641518,0.12003275,0.1,0.1,0.1
LOC641746,0.0873315,0.1,0.1,0.107946417
LOC642236,0.23242875,0.2397525,0.823544333,0.273846167
LOC642361,0.089377375,0.1259823,0.113597667,0.267320917
LOC642366,0.1,0.0778026,0.1,0.1
LOC642426,0.1,0.1,0.1,0.1
LOC642826,0.094172275,0.166896025,0.319660217,0.118990833
LOC642826,0.0942683,0.16618775,0.318474767,0.112260667
LOC642846,0.158949125,0.2826415,2.522468,0.14305925
LOC642852,0.5800805,0.52718975,0.887876167,0.753066917
LOC642929,0.1,0.1,0.1,0.10146625
LOC643037,0.1,0.26793975,0.955566667,0.13942875
LOC643201,1.361325,0.1015357,0.087353867,0.111768083
LOC643339,0.106009,0.1250335,0.1,0.115643583
LOC643387,0.53428175,0.1503345,2.050149333,0.286376417
LOC643401,0.096848575,0.1,0.1,0.1
LOC643406,0.072411,0.0710944,0.08423155,0.114146583
LOC643441,0.1,0.1,0.1,0.1
LOC643486,0.1,0.1,0.1,0.1
LOC643529,0.13469375,0.315749725,0.65694,0.12887625
LOC643542,0.1,0.1,0.1,0.1
LOC643623,0.075348898,0.06334095,0.083562607,0.23187775
LOC643648,0.11000275,0.3846475,0.102954833,0.133736167
LOC643648,0.11000275,0.3846475,0.102954833,0.133736167
LOC643648,0.11000275,0.3846475,0.102954833,0.133736167
LOC643650,0.09240405,0.078765175,0.1,0.1
LOC643669,0.120751125,0.09684925,0.102701833,0.128907667
LOC643714,0.1,0.1,0.104072333,0.1
LOC643723,0.713599,0.413192075,0.1,1.008258917
LOC643733,0.10304025,0.1,0.1,0.1
LOC643770,0.087910775,0.21248775,0.1,0.1142755
LOC643802,0.1,0.1,0.1,0.1
LOC643837,4.2878505,3.8835175,9.451803333,3.570901667
LOC643923,0.1616655,0.0992759,0.1,0.222979083
LOC643955,2.642425,0.1,0.1,0.1
LOC644100,0.19369725,0.1,0.1,0.1
LOC644145,0.1,0.1,0.1,0.1
LOC644172,0.342172375,0.098544575,0.781499333,0.12033025
LOC644172,0.217138225,0.11202275,0.7805305,0.125670167
LOC644189,0.1,0.0896658,0.1,0.1
LOC644242,0.080858975,0.101304,0.1,0.108064667
LOC644248,0.1,0.1,0.1,0.1
LOC644554,0.122074575,0.20440875,0.146206833,0.466603
LOC644649,0.23208275,0.1,1.87148665,0.127770417
LOC644656,0.74140525,0.61444425,0.171253667,1.22643125
LOC644669,0.081104075,0.1,0.1,0.1
LOC644714,0.210957,0.287847,0.1,0.28769925
LOC644838,0.1,0.1,0.1,0.1
LOC644936,0.0848234,0.1,0.111356333,0.1
LOC644961,0.41973975,0.41478975,3.54065,0.1693495
LOC644990,0.196135,0.16941875,0.1,0.151685417
LOC645166,2.86905125,0.6299758,0.510271667,0.422029167
LOC645206,0.69321075,2.43186675,0.325354983,2.74734
LOC645212,4.9653275,5.6214125,3.391256667,3.736379167
LOC645249,0.1,0.1,0.1,0.1
LOC645355,0.1,0.1,0.1,0.1
LOC645431,0.1,0.1,0.452731667,0.1
LOC645434,0.24095225,0.33518175,0.088876833,0.474521
LOC645513,2.602693,3.527865,0.494093333,2.95773
LOC645591,0.81957775,1.843276,0.288058333,0.122571833
LOC645638,0.13060575,0.118917,0.1830485,0.103569
LOC645676,0.1,0.1,0.1,0.1
LOC645752,0.0487988,0.085684275,0.121819,0.145959917
LOC645949,0.1,0.1,0.1,0.1
LOC646168,0.07966945,0.1,0.1,0.1
LOC646214,0.1701056,0.32810775,0.608093833,0.239023417
LOC646268,0.0933494,0.1,0.096455067,0.1
LOC646278,0.681844,0.53216775,1.716089,0.726365
LOC646324,0.0948789,0.1,0.1,0.1
LOC646329,2.420851675,3.5478075,3.44,2.062428833
LOC646471,0.1,1.01240675,0.28399,0.861943917
LOC646498,0.1,0.1,0.1,0.1
LOC646508,0.1,0.1,0.1,0.1
LOC646576,0.261109,0.5532625,0.1456115,0.417801417
LOC646626,0.1,0.1,0.1,0.11798375
LOC646627,0.1,0.1,0.1,0.127029333
LOC646719,1.79383225,2.6214025,2.023240167,2.11164225
LOC646736,0.1,0.1,0.1,0.1
LOC646743,0.1,0.1,0.1,0.1
LOC646743,0.1,0.1,0.1,0.1
LOC646762,0.970342525,1.07782275,1.723505,0.93564075
LOC646813,0.1,0.1,0.1,0.1
LOC646851,0.1824675,0.22001255,0.527229333,0.334891583
LOC646862,0.1,0.1,0.1,0.1
LOC646903,0.33621925,0.19500975,0.120755167,0.349154667
LOC646938,0.1,0.1,0.1,0.1
LOC646999,0.322058,0.6624185,0.471850333,0.520883417
LOC647012,0.1,0.1,0.1,0.1
LOC647107,0.1,0.1,0.1,0.1
LOC647323,0.0803105,0.119135575,0.1,0.109272917
LOC647589,0.1,0.1,0.1,0.1
LOC647859,1.00525775,1.31973425,0.457006333,0.610578333
LOC647946,0.593334,0.1,1.958456833,0.1
LOC647979,22.11034,18.229625,10.24847833,21.93899167
LOC648691,0.0789817,0.1,0.1,0.1
LOC648740,0.07636185,0.53760975,0.1,0.707715
LOC648809,0.1251525,0.1,0.226194,0.130786583
LOC648987,0.8793325,0.30659575,0.144720167,0.163638583
LOC649133,0.08519915,0.1,0.1,0.1
LOC649330,0.1,0.1,0.09368975,0.101254583
LOC649395,0.52416,0.0864804,6.497165,0.267419167
LOC650226,0.12462195,0.214852675,0.111488167,0.117948667
LOC650293,0.1,0.1,0.1,0.1
LOC650368,0.11132575,0.1,0.162113833,0.116622
LOC650623,0.16449975,0.2843387,0.126448,0.368988583
LOC652276,0.8392655,1.172245,2.2719015,0.901679417
LOC653061,0.103122325,0.1940344,0.440323333,0.146916583
LOC653075,0.2925341,0.46871225,1.074987333,0.98024425
LOC653160,0.22982225,0.22249975,0.1,0.280743583
LOC653486,0.1,0.1,2.109516667,0.1
LOC653501,0.172210425,0.096068425,0.124899167,0.31357875
LOC653501,0.174311925,0.096068425,0.201160333,0.30880525
LOC653513,5.5455575,10.8261375,1.668121667,27.62728333
LOC653566,8.1181025,9.5245925,1.44398,12.009165
LOC653653,2.7312165,1.63116075,2.6626855,0.789150833
LOC653712,0.131073275,0.103826375,0.1047425,0.25803475
LOC653786,0.060870398,0.1,0.0850072,0.1
LOC654342,4.12614375,0.51511575,1.469426667,0.89569075
LOC654433,2.329685675,0.4719685,0.126519333,0.601609833
LOC678655,1.24512,2.127257,1.165844167,1.615139083
LOC723809,0.093284325,0.300769,0.1,0.1
LOC727677,0.1,0.1,0.1,0.1
LOC727710,0.1,0.1,0.1,0.1
LOC727849,0.22004675,0.149887525,1.419973333,0.24903
LOC727849,0.17687925,0.1466069,1.391432667,0.240979417
LOC727849,0.205123,0.113894375,1.54074,0.239071167
LOC727896,0.349454,0.29495475,1.7522625,0.36154025
LOC727915,0.1,0.1,0.1,0.1
LOC727924,0.1,0.08805755,0.1,0.1
LOC727982,0.1,0.1,0.1,0.1
LOC728012,0.1,0.1,0.1,0.1
LOC728024,0.79101775,0.7913265,0.662031,1.52397125
LOC728040,0.1,0.1,0.1,0.1
LOC728066,1.56076675,2.2696025,5.177148333,0.960987083
LOC728084,0.069105275,0.1,0.1,0.102095167
LOC728175,0.181067475,0.085885525,0.1,0.148933417
LOC728190,0.76495625,1.20093925,4.615371667,0.957739667
LOC728218,0.1,0.1,0.1,0.1
LOC728228,0.1187235,0.1,0.1,0.1
LOC728323,0.644953,0.574072,1.296553,0.57818025
LOC728342,0.08300205,0.1,0.084282718,0.1
LOC728369,0.02815731,0.10519615,0.1225043,0.218921583
LOC728377,0.1,0.0908971,0.592357167,0.107277333
LOC728392,15.247665,6.007335,12.116765,7.3429675
LOC728393,0.02815731,0.10574565,0.105487017,0.212533
LOC728393,0.02815731,0.1027345,0.109204267,0.213008667
LOC728393,0.02815731,0.10543375,0.2268792,0.21269
LOC728405,0.02815731,0.103440275,0.093696767,0.212001083
LOC728405,0.02815731,0.102381425,0.158530317,0.215110167
LOC728405,0.02815731,0.106065275,0.1598015,0.216805917
LOC728407,1.460501,1.81691,4.139155,2.334758333
LOC728431,0.1496823,0.091621425,0.1,0.106544917
LOC728437,0.2692155,0.11510475,0.8146856,0.1
LOC728463,0.1,0.1,0.1,0.1
LOC728537,0.587198,0.6868931,0.097489867,0.478460917
LOC728554,1.767745,1.355305,4.906536667,0.90449075
LOC728558,0.1,0.1,0.1,0.1
LOC728606,0.079825625,0.098308075,0.083676938,0.1
LOC728613,0.50316125,0.43426075,0.864032,0.673519417
LOC728640,0.225174875,0.145708625,0.530572667,0.231454667
LOC728643,0.10932025,0.1,0.822928333,0.105227667
LOC728716,0.1,0.1,0.1,0.1
LOC728723,1.297663,0.84692975,0.180149333,1.214455833
LOC728724,0.087188275,0.1,0.1,0.1
LOC728730,0.539726,0.4049965,0.321878333,0.383550083
LOC728739,0.1,0.1,0.1,0.100934333
LOC728743,0.35941425,0.411769,0.506598667,0.32809775
LOC728752,0.077656575,0.362337,0.1,0.176034167
LOC728758,0.1783655,0.345204,0.411534667,0.119994417
LOC728819,1.005255,1.4032975,0.1,2.009815833
LOC728855,0.8793214,0.27307375,0.939949,1.371176667
LOC728855,1.06017,1.89403325,1.195667833,0.498383667
LOC728875,1.30528775,1.793457,0.606013333,1.2692475
LOC728875,0.4032975,0.156617,1.432985,0.457202667
LOC728978,0.1,0.1,0.1,0.1
LOC728989,0.245054875,0.21715275,0.141743333,0.415266167
LOC729013,1.28291975,2.212735,2.032913333,3.834854167
LOC729020,0.153481675,0.178959225,0.651668667,0.21878025
