gene	activatedaOPCs_mean	non_activatedaOPCs_mean
1700046C09Rik	937.8620057	1085.023159
Urb2	1394.680875	1163.766094
Gm2738	1191.47769	1121.745502
Zfp616	983.5463788	988.5667338
0	1479.204489	1053.612852
Slc25a32	1798.382991	1681.717905
Fam40a	13734.05098	14958.84371
Gigyf1	2063.930436	2144.434224
Rpl3	46797.80014	40659.13957
6820445E23Rik	1086.735286	1070.36183
0	1477.247838	1064.225229
Psg25	1093.95852	1009.60779
P4ha3	1241.324896	864.8278533
Capsl	1292.580325	915.7381019
1700057K13Rik	997.4674893	1109.684174
Abcb8	1775.26555	1978.564933
Pex11b	4087.158129	3725.676724
Tnfrsf8	890.8635343	900.7261486
0	1184.32906	1401.187555
Txnl4a	4480.450718	5810.027019
Selplg	2108.269375	1052.021405
Ppp3cc	2434.592539	2821.311557
LOC100045848	3737.248286	3490.549814
LOC100189605	950.5920968	1010.470621
C80425	1113.983124	1069.147155
1700006E09Rik	862.1230966	1218.343641
Ndufaf3	2804.034107	2874.421205
Pde4b	6531.138421	7123.256967
Limk1	2380.797736	3291.3129
Gm266	1083.890256	952.6424824
Clmn	9767.101704	31482.37876
Ankrd23	1722.344587	2011.136014
LOC639930	1045.586191	1118.840624
Zfp790	1090.042309	1205.285956
4921516I12Rik	1015.142778	995.0960086
4930453N24Rik	3076.454713	2884.331443
2310004I24Rik	1079.34293	1377.188765
Ltb	1007.051013	874.4791738
S100a6	32737.29964	7023.834652
LOC638803	3660.110671	3644.092124
BC046331	1308.279046	1423.482992
LOC100046553	890.0060171	950.0292662
Smok4a	875.8977257	1047.254822
0	1378.471766	1208.123362
Atp5sl	7486.320325	6441.287257
Tmem163	1017.784059	978.4904762
Kbtbd8	1005.293554	912.9323224
Il1f6	961.1874793	909.6265486
Gnptg	10418.32314	8404.816271
Wdr85	3031.415175	2948.94771
AI835735	968.7258154	1143.20046
Tchh	1036.952211	1060.955208
Ptprr	1058.29397	950.7350986
Klhl9	10438.37535	9067.329324
Prl6a1	981.2247175	1001.160573
Fndc1	931.7213939	846.9700824
Gm6466	865.9649575	915.4442643
0	1100.016917	900.7849895
Rhog	38433.22332	58456.8711
9030624J02Rik	1602.687225	2050.670252
Gm7184	1110.629735	1004.150781
Gm4087	880.1259063	873.0291771
0	3645.431964	2490.612395
4932438A13Rik	1778.776329	2461.876938
Ablim1	858.4645532	959.3573905
Gm3855	965.1951611	870.1129871
Ube2q1	4108.516618	3887.716267
Fam160b2	1520.081326	1712.784027
C230021G24Rik	944.4367362	950.5452124
DCP_22_6	1000.522976	3000.293619
Hspg2	1339.704983	1515.555397
1700110M21Rik	1205.497758	828.781446
Gpr137b	1190.931762	1776.044329
Gm5965	1082.698555	954.9161871
Fam13c	3485.642771	3143.432676
Ugt1a10	863.5536791	904.1988562
Enpp6	2180.54415	2549.810981
Idh2	6424.660418	11532.35081
Gpr176	1203.716314	931.4831655
Gm2640	972.3119039	911.990029
Zbbx	876.7195561	940.8793919
Zfp583	978.6204868	860.7194171
Gm12827	911.8711582	916.5110343
Defb15	1034.325007	930.4276664
AI463170	975.9663786	853.0617524
Kbtbd5	1118.569116	1155.934145
2300005B03Rik	1623.643568	1218.957415
Eif5al3	2504.609761	2221.414571
Stx8	928.5365725	1125.932569
Cep350	1471.644699	2071.064952
0	1239.479698	1121.939044
Gnrh1	1070.181758	984.3411588
Spata5	2360.255032	1888.436138
Ska1	1127.807981	829.7223943
0	10463.13619	7389.098771
Mcts2	4878.673207	3468.078367
Gm1467	1000.912646	889.4351786
Tex101	908.5403568	882.6050895
0	964.1844825	1025.100507
Gm5602	1406.74405	1704.759267
0	923.7000691	838.3090048
0	892.6920893	853.053859
0	933.4186064	946.1500636
Ppp2r1a	5173.094157	4612.442743
Zfp189	1379.841891	1792.489119
Aurkb	939.9463993	871.2014943
0	979.4092061	911.3156095
Padi4	979.3821323	1031.502605
0	900.212295	1047.308772
Rps13	64074.1255	51034.45886
Gm5079	4505.428411	4734.091305
Ppih	2299.147836	2148.632957
Cnpy4	1921.067357	2226.142176
Slc2a10	1078.326507	954.8928557
0	1192.647425	944.984371
AU044856	805.7792875	931.5321802
Gm3152	930.8882489	1039.913757
Psmb10	11994.18849	4397.284995
Gm4592	1128.74127	1159.82515
Olfr792	1080.644842	945.4296371
Glrx2	5418.227396	5866.671295
Olfr1062	912.7490932	1003.719087
Hnrnpa1	6383.425904	5265.16769
A630052K13Rik	1066.763345	943.2593757
5730422E09Rik	1128.044505	1162.468898
5830444B04Rik	941.5645398	1019.654679
2810417H13Rik	60903.88316	65522.45571
0	1465.756636	1428.04604
0	1484.839248	2900.369995
Ralyl	907.8294071	1173.675059
Nadk	3725.381357	4756.13061
Gm5176	5931.966211	9442.847352
Fam92a	2384.460964	3070.344086
Nab1	1700.774671	2250.700852
Mrpl23	25809.15596	15094.83752
Cept1	14005.20608	25855.74143
Gm10451	923.3541996	1024.267548
Bag2	1042.486368	1084.505079
Oxtr	994.7803454	1409.91917
Rnf43	4661.762782	6280.107986
Wap	888.0515789	967.9062033
Lrig2	1827.075821	1754.474524
Zfhx4	1456.873579	1876.545088
0	834.4702032	813.5235533
V1rf1	884.1900366	898.1521036
Tbck	1003.37753	948.2575571
LOC100044651	1048.594915	1356.140487
Bmp1	2807.56465	2926.895243
0	955.8961196	1271.803588
Mal	65525.64652	65522.45571
Mtrr	1122.032671	1119.521241
Rpl39	972.1760686	1040.310536
Scd3	2090.643232	2818.411033
Tet2	3078.9648	4759.952919
Dock6	8326.295404	2896.854605
4930568D16Rik	919.79283	1106.852655
D5Ertd577e	1060.76144	971.1732905
Bop1	8208.0022	4913.673619
0	1015.250064	995.4504586
Gm14347	1002.789437	938.1811286
Olfr1281	907.4545923	944.6885114
Kif7	1108.127423	954.9646612
Gm12824	1091.157569	942.8684233
Epb4.2	872.2764368	967.0425833
Pik3r6	1583.389238	1431.074824
Sbf2	1011.443319	1088.809748
Ssx9	1036.138339	1618.115757
Rps3a	60057.0105	48512.06857
2610002M06Rik	1221.674104	2056.948829
LOC100046749	9557.668493	8944.034924
Olfr1431	867.8248175	921.2434807
Slc26a8	877.342437	1074.424029
9130015G15Rik	805.0330007	907.09656
Bex1	1184.485987	1098.892808
Cep250	1675.206077	2404.273595
Ptpra	24008.09311	29709.47057
Nova2	2485.041214	3394.020781
Gabbr2	859.3938895	1062.639974
LOC100045990	845.9790014	901.5850433
Adam33	938.2704361	982.7308771
0	852.6211096	957.7038071
Wdr90	1340.591315	1736.704197
Gm12508	65518.12188	63590.18671
0	863.7882225	931.6764724
0	964.3909221	1090.376086
LOC100047857	1451.363329	1704.744929
Bmf	1320.96194	1886.209176
Gle1	1816.145557	2456.380033
Trpc6	843.1557361	837.0828229
Sec62	925.9255293	1401.560948
Rasl10a	879.760395	844.4972648
Wnt10b	792.6234382	1323.900349
AU023617	795.7992341	1025.51194
Frmd3	1002.302478	879.3290395
Pmm1	18064.03889	24994.40186
Shc3	1088.124599	850.9626819
Cyp2e1	837.7711118	911.4832595
Casz1	1447.719163	885.8690995
Gm14596	994.0201636	917.4629248
Hcn4	750.0568864	896.4294881
Sepn1	4994.221289	4507.015129
Msx3	840.0848868	869.2685486
Zeb1	1454.783341	913.6955757
LOC100048120	11183.68044	8082.32281
9030624J02Rik	12118.52753	16047.97102
H2-Eb1	2383.282664	1078.595751
Olfr870	1345.754048	944.8432129
Arv1	1983.452466	1185.639678
Cyp4a10	1124.692826	1068.989623
0	1150.787663	1759.302436
Gm1220	1014.116966	839.5819776
Mfsd6l	1014.241442	866.90202
Zfp619	1789.723336	1753.857202
0	1557.847112	1720.030386
0	1090.113409	922.9821562
Vcpip1	1572.249614	2213.62959
Lrba	918.9287361	1020.818478
0	1061.554286	865.2988488
Abt1	1347.753806	845.5437919
4931406H21Rik	1286.548404	1246.21532
0	920.356695	774.4963324
Zfp518	1458.219615	1985.217886
0	1022.392485	1091.136285
D330028D13Rik	902.0480061	1337.088801
Arpc3	8224.326514	5662.685243
0	3455.700625	2574.65681
Il1f5	979.5105111	940.8716967
Rnf113a1	1514.947323	1104.1712
0	973.5355868	890.0639695
Gm7263	15529.39736	10888.30893
0	1273.50159	4819.717559
LOC639930	1009.462318	1179.072763
Sap18	2221.051225	2266.857138
Cd2bp2	1621.337975	2193.341981
0	1090.324888	1087.765811
Olfr614	1284.36295	1181.12199
Magohb	2564.031361	1959.027924
Ttc30a2	1383.106324	1102.273186
Slc35f1	2170.170636	1088.210017
1700021F07Rik	948.8920504	879.8113681
Txndc3	1202.262472	961.4448152
Irs4	1283.55236	1132.006084
4832428D23Rik	972.0851704	1076.179163
4930422N03Rik	1355.038493	1253.029297
Ppp1r9a	1284.243833	1442.261082
Vmn2r61	1276.03406	1012.380832
Ido1	1058.034337	1081.062601
Skiv2l2	4890.745121	6888.569567
Gm3458	1296.712436	948.5031371
4930402E16Rik	1799.023105	1574.867121
Vmn2r-ps14	4581.457364	4168.43831
9130014G24Rik	1164.223285	1123.438049
2310004N24Rik	2538.993246	2501.091286
Spock3	1275.241185	2464.122424
Fam107a	1290.492061	1188.156809
LOC100047148	1117.86951	943.3706448
Hist3h2ba	18098.44273	10520.75592
D730003K21Rik	901.6621909	986.2821419
Fbn2	1317.81647	1873.090395
Ntrk2	1331.612159	1070.556977
Mybphl	1082.37754	912.3718443
0	1029.986254	1079.857406
A130042O14Rik	1043.93186	1590.230154
Kcnh8	1014.875923	1179.291705
Tmed2	1850.409384	1550.566897
4930563E18Rik	901.7022129	1013.533045
Ndrg3	7790.731921	7753.516686
Psmb5	63633.9027	55353.29071
Meg3	1232.629972	1068.081002
0	1763.902625	1202.243773
Gm4720	64275.07266	65522.45571
LOC100044553	2308.634054	2907.208533
Ankrd52	1341.803837	1357.722705
0	963.1175021	966.6964224
Stx11	836.2167471	1040.762438
LOC625953	935.4523016	1040.238204
Dsg1c	992.0854927	1085.632929
Tgm5	971.3478173	1231.131621
Lrp5	2811.173071	2797.013748
EG667188	942.4795475	1245.573692
Folr1	834.2243079	886.6770969
Zmym3	1053.769979	1123.593907
Gm2588	951.8928739	980.4942338
Hyls1	928.1417143	982.0610152
E130203B14Rik	922.442562	970.738209
Fam57a	1552.946711	2934.846033
Tmem93	6312.327218	7260.402229
LOC100048185	960.7106475	957.2296619
Gm16432	930.7643236	1033.531584
Saps3	1674.750232	2147.191557
Tmem18	9617.579889	7532.313219
Gm5793	889.8843518	2271.581282
Cox6a2	2518.897807	939.0366681
Pigt	12602.15392	8285.778067
Dapk3	1234.830329	1427.074216
0	2353.035468	3080.512738
Pacsin1	1223.239988	2136.119452
Mrpl45	6324.914839	4332.309243
Defb33	1382.992209	1097.501945
Gm13334	1003.913514	888.8619452
Gyg	8959.438061	15719.08248
Zbtb44	1090.733149	1216.648942
0	945.356598	916.3496414
Hrg	1007.33425	884.9319038
Azin1	1620.542237	1560.78565
Fpgt	1957.168254	2537.139105
Clip4	913.3352511	897.04054
A130040M12Rik	7403.36705	4117.237314
LOC100047376	1017.785124	876.1681724
LOC676890	879.7399596	968.1567471
Ccdc48	907.7504059	971.0807719
Jmjd4	1351.383423	1111.029378
0	24191.08068	14460.44788
Cd320	6906.232089	6148.260481
Polr3a	1885.37993	2647.109229
Ybx1	3233.909204	3184.881838
Gm13119	910.7789404	898.6586367
Myo1f	1001.147975	902.7330838
Uts2	895.3435609	915.1904738
Krt73	1503.274648	1221.165
Fzd5	1114.062271	996.373471
Gm9344	3131.070793	3098.1468
Cobll1	2033.039696	2178.492295
Darc	1759.522568	1082.413508
LOC100048168	997.1517379	1108.191391
Cdkn1a	1039.679586	922.4879974
Chgb	1491.7283	1104.028963
Tshz3	1611.025813	1420.373657
Med10	4319.6489	3427.121005
2310002L09Rik	837.5541348	995.3152743
Rpl35a	57397.51579	36767.09286
Rwdd2b	1221.218761	1241.475969
Acsl1	13782.18719	23997.58105
2410002F23Rik	992.7871339	1015.211363
Tspy-ps	1029.990212	1014.152684
Fbxo34	2070.219271	1934.379281
Psap	39995.49645	26917.062
Scamp1	10338.13119	15964.41959
Ndfip2	927.9119964	955.1145076
Nol6	3322.698157	2426.040219
LOC100048148	1058.183794	995.9728529
1700129O19Rik	944.8692411	948.358269
Zfp318	1171.696402	1877.004843
Grm8	891.2672664	1127.408272
Arhgap23	60692.65027	65522.45571
Gm5465	1215.900232	1074.793903
Ccdc88c	976.088355	955.4251557
Wdr59	1917.324882	2681.4732
Zfp541	932.4512139	961.5427252
LOC665788	903.6792518	909.580439
Slfn4	869.4069721	904.1915838
Lrrc4b	48171.50382	52234.63148
Arhgap19	900.1537177	949.3822743
Gm7644	1004.712285	908.5477976
LOC100048240	878.0885843	975.3577419
Cfl1	52816.81639	47140.17038
Defb48	978.5514107	1096.809628
Dkc1	1132.61942	1370.276415
Eif4e3	1111.268021	1019.107702
Igf2as	1061.109377	889.6065714
Vit	1008.250847	1229.447673
Gmppb	2570.2716	2801.061995
AL118430	877.5974764	979.493181
LOC100044302	916.7940136	875.7889676
0	1397.681624	2117.397321
Ctxn2	942.6229404	881.2734152
3110068a07rik	1902.691232	2724.908614
Rbm26	2490.178843	3194.6122
Gm4516	25588.15568	27499.10442
Ap1m2	809.2956207	859.7673643
Auts2	975.4693046	998.2965705
Olfr924	1036.080903	927.8699138
Pcsk4	1566.844094	1060.562443
Golph3	3212.229279	3527.72599
Slc30a3	847.3845811	829.0844533
C030011L09Rik	976.9856607	878.1278374
0	1074.866303	1370.505079
Rasgrp1	883.2750516	1143.246691
Gm2155	957.3375743	1000.64106
LOC100045015	904.7750536	875.5144205
0	885.7284995	1061.090469
Dzip1l	949.3415286	1003.419618
Csn1s2b	983.9004214	1118.37429
Gm2608	854.7460918	890.2273257
Tlr7	2135.562207	1786.160076
4930564G21Rik	961.7131461	1017.63703
Gm11346	909.4884718	862.3757857
Phc1	4136.657229	4637.929238
Taar8a	1089.106516	1195.892771
Fam164a	1396.844762	1593.00924
Bivm	966.566508	981.9671836
0	837.2240029	932.3883171
4930597L12Rik	918.8060775	1020.166426
Csnk1g3	7016.246018	6470.304071
BC003331	2652.678686	3440.891071
Olfr402	882.8679564	1051.336686
4933403F05Rik	1188.40444	1236.177071
0	1003.82305	970.1833624
Syngr1	2383.756018	1452.047014
Krt86	951.9423218	1168.506308
5730419I09Rik	898.7086882	895.0246271
Kcna5	945.7659032	1122.436672
Adamts12	798.5552546	983.5445
0	11843.923	23243.22057
0	859.0812332	910.493521
Noto	803.1207614	868.8908938
0	923.7865532	1198.724705
LOC100045357	1148.988547	1209.318807
Ssxb9	1044.875619	1243.821411
Gsk3b	16160.72582	10442.31144
Gm4616	830.0741846	1044.283945
Evpl	1121.027467	1233.561965
Olfr1420	769.1449388	929.07247
Tnpo2	1496.582068	1522.194625
0	24630.65154	14711.58781
Tecr	14906.4642	25946.11043
Kcnj12	1253.882016	922.210041
Yap1	1518.220444	1082.826425
Spata6	905.3019657	978.9400524
Cdkn2a	975.1435468	916.4727962
Mmp12	964.9804732	896.3245781
Apex2	1555.48208	1591.557486
Slc9a10	844.2366268	959.2105305
Dnajb12	5052.322729	6686.704452
2810007J24Rik	2234.015818	1332.76528
Wdr61	6694.991504	6521.935443
Herc2	11505.22621	17104.29205
Gsr	2754.531539	2602.556824
Sell	842.1504527	969.4751314
Tnpo3	7701.052675	7823.249267
Gm14725	911.7492511	895.8314574
Unc13b	2693.010636	2538.955224
Timp2	43424.12132	44102.5151
Pdgfrl	1137.388631	973.0747714
4930509J09Rik	946.9621868	924.1210057
Fgb	908.2147839	793.1467724
Mgmt	1244.957267	853.0520971
Cnpy3	5739.640432	4475.730571
Pcdhb22	1127.915254	943.9393052
LOC100044218	922.4146116	983.3877076
Pelp1	1706.976861	1697.13046
Ctrl	957.7185211	1123.37892
Anapc7	1236.913257	975.0584252
Gm4200	1133.569426	1065.417522
Mrgpra1	1145.498906	901.289905
Adamts8	1510.678393	876.60383
4930578M01Rik	1344.215652	1061.706581
Isg20l2	2610.380393	1947.267548
Rfx6	1302.876676	941.1976233
Tpsb2	1131.119411	850.6410281
Ube2j2	11938.40448	8342.052324
1500016L03Rik	1364.65146	1280.229445
Vmn2r37	918.2396507	944.6792671
0	918.4316829	900.7996029
Gltpd1	2948.371925	3119.742762
LOC669153	1301.492013	888.116716
Hmgb1	8158.476104	10773.53222
Gsta1	945.8299939	915.5246295
Alkbh5	2939.598818	3250.720152
Fam71e2	1056.70322	986.3116586
A430103D13Rik	2275.675971	2764.811962
1600002D24Rik	901.208985	1387.152237
Mup6	896.5210273	1856.197551
D11Wsu47e	3735.046164	4323.715957
Gm5584	925.4484539	882.8982448
Rhag	1011.263917	901.5933319
0	1018.451506	1045.335805
Gm3880	1086.435838	879.7226729
Atf2	1760.370724	3071.317538
0	25891.58936	18540.75626
Atg12	2655.613629	3448.03351
Gli1	1456.471575	2114.775476
Akna	1889.278904	1310.20209
Gm2389	1158.072879	1196.606752
Nhsl2	1541.383313	1156.891514
Gm4603	1122.71927	1018.352665
Ssxb10	1432.786531	1554.856837
Gm6993	1452.979155	933.731041
Rell2	1611.780221	1225.840836
0	39137.08129	39117.85695
Olfr930	1295.964875	988.1708152
Cd79b	1093.838653	936.25575
LOC100039244	1334.513021	1068.430203
Rbx1	12542.72078	10322.22261
Vmn2r114	1096.822335	1003.686657
Abca12	1012.382608	1067.247034
Fbxl2	1179.396789	959.0538667
Gm4253	7325.479411	8774.472967
Zrsr2	1044.317868	1051.283969
Omg	22030.62532	34063.91755
1600029D21Rik	1093.966148	873.7148014
Ccny	2571.451391	1146.505677
Nol4	1077.561495	897.6359314
Gm9780	1086.440552	2223.067775
Coq5	1193.726251	1245.231245
Cd82	6017.391021	10839.96507
V1rc26	987.1895825	966.5596743
G3bp1	1559.73039	1537.184108
Irf8	1637.103493	1012.902399
Gm10729	981.3015577	1174.014852
0	65426.81016	62816.47281
LOC628205	1935.46038	1184.619886
4930443O20Rik	1003.353354	832.7813905
2510003E04Rik	2103.90805	2558.375467
Acsm3	1207.825661	1017.583479
A630077J23Rik	1030.470698	1193.982592
Cd83	3448.969514	1054.87707
Gm4300	1178.68225	963.6138621
Anks1	5816.469489	5386.741733
Lypd5	1349.855597	1625.697519
0	12639.25	9433.657762
Robo4	1399.473555	1502.85978
4933426B08Rik	949.2322827	1193.807693
Fbrsl1	2492.463529	2913.022648
0	1313.125671	1530.888383
Serpina3k	957.8305339	970.8795333
Gm5135	20014.88621	13355.55838
Muc6	1016.086779	998.0848867
Ebna1bp2	1582.518098	1508.796035
Msrb2	2008.932646	2222.624538
Lrrc18	913.7660175	1078.641272
Sdhaf1	8473.013718	5038.881938
Hisppd2a	3553.591686	4898.341048
4930596D02Rik	972.1027129	1110.65159
Gm2224	849.2066516	1222.642645
Ccl20	1005.505482	1831.859125
Gm12758	993.708218	1114.969031
Dnajb6	2978.653921	3859.85511
Cd79a	952.5588511	1183.253355
Fundc2	1323.958239	1381.8586
0	2405.229661	4906.109743
Fbxo24	1124.672241	1155.798078
U2af1	2511.330357	2517.065767
Asb1	1167.255025	1157.070818
Bdnf	1006.348486	917.6116181
Map4k5	11531.84452	25385.96371
Gtsf1	926.1646896	1000.0028
Hist2h3c2	2632.793282	2212.524624
Gm3901	931.6113713	982.1311343
Aes	56630.782	57852.2149
Olfr497	933.3796371	1075.824894
Gm2276	1035.650503	924.9758588
Lcor	1679.677211	1406.508176
0	1114.729302	1052.304773
4833420G17Rik	10674.35413	14049.63823
Diap1	1378.392353	1438.791798
LOC100046925	1177.840825	904.9015645
0	1316.705917	1558.523243
Krt23	941.2537543	885.4347357
C1qtnf4	1134.087384	1012.868474
Slc44a4	1165.67008	945.7642871
0	1305.560219	933.478211
Pafah2	2312.836389	1690.617554
Rab11fip3	5883.891039	8627.322605
Gzmd	956.8509711	953.9872274
I1C0022H11Rik	1017.628654	929.2857814
4732491K20Rik	1364.306775	1138.107194
Cnga4	931.2505886	866.6434557
Col23a1	1059.123626	981.2425724
Rel	985.8210854	916.9428876
Cish	1037.067961	951.9720131
Pacsin3	11743.45304	37457.48586
AW552393	1125.532046	1103.293999
Gm14439	55500.60225	36730.19686
Olfr108	1046.397336	971.835359
Wdr26	1686.142486	1858.083752
Atp6v1f	36589.80714	37595.06995
0	1050.210194	1019.039923
Dlgap1	975.8161807	985.8392048
0	1020.356116	1107.641452
4930534H18Rik	1039.181886	902.757809
Rufy3	16677.46479	33661.74257
Slc22a4	1034.278216	1035.336591
0	5177.730793	5307.200086
Kctd18	1087.611772	1097.954605
Vav3	1122.012216	962.5917143
Arap3	926.455602	1044.939993
Zdhhc20	1676.13827	3996.512519
Fam40b	958.0705346	906.287131
AW551984	3085.666618	4397.27001
Gm9892	26313.84571	12047.65583
Fes	1433.272754	887.1322767
D130019J16Rik	2882.354054	5701.600705
Stau2	2038.636421	1647.05516
Prc1	1135.602586	937.7772652
Peli1	16939.65704	11231.88234
Nlrp4g	1047.866476	961.0400821
Gm3320	1044.156943	959.0389867
Cdr2	1720.06718	1390.193287
Rbp1	866.7769307	1024.020917
4632428N05Rik	1875.771911	1187.483655
Gng7	1201.213576	1313.351157
Gm7461	1011.706412	904.4948605
Adam17	1084.946039	1246.642889
Ncrna00085	973.442982	876.8661457
Mdm1	990.6903293	998.8867933
0	874.8040329	1166.332576
1700019B03Rik	1079.873675	1742.151375
Ccdc8	889.3262129	930.4076519
0	951.4125268	849.414351
0	935.3554664	834.5066493
0	1681.415985	1990.615414
0	65370.91341	59984.80419
Tas2r121	978.1325723	924.7920695
Tef	35862.99493	56426.57505
Gm3240	940.4575723	893.0418507
Apol10b	868.3341618	954.3233662
1110020G09Rik	2497.265925	3843.893314
Plcl1	9971.658018	23458.97664
AU015268	1031.908285	899.7718443
Cdh2	6106.279461	5244.921867
Crb1	845.623075	931.0503476
Gm648	1004.623834	789.9205426
Calb2	836.4558896	938.0603871
LOC432971	2238.233829	3453.242486
Axl	3496.551096	1077.96888
Tcerg1l	812.5297391	880.823064
Fbxo15	966.5400757	981.6338357
Defa-ps1	967.46441	942.4656771
A530017F20	1009.871797	965.5480852
C730027P07Rik	900.6707318	915.3626352
Cldn16	929.8443707	1035.3748
B930036N10Rik	883.9944975	1083.153558
Rhpn1	1024.707125	1016.052808
Brcc3	4438.078486	4592.677781
Dnajc5g	990.0023646	931.0173529
Ptchd1	886.2510425	987.2611433
0	1129.128359	1538.677498
Pdhb	9740.741157	11219.11487
Acad10	7513.002779	6527.011243
Ints9	7388.683654	6258.457395
Gm5615	891.1252957	969.4562614
Dynlt1c	15132.714	11671.63145
AW050198	892.0039325	1128.986602
Car9	950.9228277	1020.777579
0	1011.193748	945.1424486
LOC100047574	961.5224396	905.551395
Atg7	1240.984885	1457.002266
Lnpep	1249.503683	1481.148419
Rpl23a	46565.424	29562.52967
Mbnl3	923.3189366	1072.158307
0	30106.48075	24491.90552
Atp6v0a2	3605.468804	2938.537962
Vps8	2391.6276	2451.456938
Gm9623	986.7615223	879.2769914
Nhs	823.0050895	844.9375536
Jam2	1183.665089	1280.683459
AU018794	1261.950553	1504.66741
0	17488.52709	12002.36327
Slc29a3	1126.038715	1456.156761
Cnp	65525.64652	65522.45571
Matn1	995.0156054	1069.528556
Itgb4	6932.926254	26367.57624
LOC100045412	1121.295805	1071.072477
0	65476.81213	61323.15862
9530036O11Rik	784.5780596	1134.766392
Nde1	16484.62314	18970.05067
Synj2	4453.371286	10013.38013
D3Ertd751e	906.8100825	1282.269206
Cmtm7	1320.971891	1244.53278
Vldlr	25050.43525	38835.49281
0	889.5143445	843.6870771
Sdr16c5	892.3792332	812.0276019
Olfr390	938.8755571	999.077919
C130090I23Rik	1044.516887	1449.33371
Dmrt1	1284.188971	1384.426575
4930549C01Rik	881.7762707	842.5442595
Murc	1193.479547	1871.26079
1810009J06Rik	856.6703396	902.5776581
Rprd2	1345.268373	1232.769635
Plbd1	870.2346182	1006.483264
Snf8	6356.417954	5895.499838
Mmp28	958.9005254	1057.369912
Dctd	854.6444136	837.4806026
1110004E09Rik	5289.550532	4926.3044
Ccdc15	962.5968618	980.4192619
Fgfrl1	7011.58195	4952.766448
Dlg4	968.7459607	1110.61423
Hoxa5	812.5959675	918.745484
Asxl3	776.6044332	1229.986127
2610037D02Rik	1333.291335	1196.379057
1110051M20Rik	1489.519468	1349.176823
BB557941	1167.211313	895.4136907
Cntln	2319.069611	2040.069862
0	1579.4768	1010.478595
Acaa1b	6219.400307	11024.38559
0	2418.940093	2684.782724
LOC100046253	1071.615805	831.2407438
4930509E16Rik	1048.48368	855.5656281
LOC100047839	1057.263893	959.7682657
Tmem40	1439.343123	1003.853615
Mpi	2032.937343	1744.6785
Gm6598	1006.221251	886.0068117
Zfp809	1294.97457	1316.500536
Npff	2078.638593	2697.715067
Sult1e1	935.2113311	971.9910605
Inpp5a	5220.249525	6370.441257
Mpdz	1343.065546	1724.085657
Olfr1298	1059.148219	990.2274743
Zfp808	1015.261273	1412.313134
Rtn4ip1	1156.883174	1252.349588
Vhl	5661.460032	5618.447062
BC049730	1459.549757	946.608891
Pfkfb3	7021.225564	5921.831529
Oasl2	1962.500739	1978.8029
Krtap3-3	1220.584457	2181.46924
Bmpr1b	1023.802274	1988.530541
0	1009.917335	2264.8542
Rab10	15995.64387	15032.09633
Olfr1285	1703.623171	1004.020063
Olfr216	1538.756442	934.3402943
Krt35	1097.930031	959.3934733
0	2262.223093	3024.073624
Pecam1	1193.308609	1275.017685
0	997.2919729	1048.761926
Ppt2	2415.4595	2227.098905
Gjb2	1820.125336	1443.891473
Gtf3c2	5972.059243	9564.600705
Serpina1e	1192.237774	1265.114554
Gm10404	2060.061721	1833.692743
Golgb1	1066.750349	1083.269416
Snx16	1742.802889	1389.251291
Gm5401	1012.557969	977.0100162
Raph1	1214.615002	836.0221793
1100001E04Rik	1160.633007	1021.683312
Asxl2	3026.344746	4611.727448
Irak3	1222.178211	1160.325504
0	6115.749914	10458.55916
Pvt1	3498.614318	5798.394952
0	64357.15902	60877.45052
0	1001.716591	920.9725938
Nxf2	988.0038343	1089.072265
Usf2	15579.83389	11674.35204
0	35588.76707	19484.59341
Ctsc	999.4742825	1118.696618
C1galt1c1	4142.938089	6435.224881
Fam116b	2009.8925	2064.800214
0	1310.938508	915.6097126
V1re9	1418.120485	992.0351086
Fgd1	1110.52734	971.8694186
Mospd2	1556.891657	1722.144588
Nin	1145.297069	956.0000614
Slc40a1	1095.662004	937.9397543
2610002J23Rik	3695.237843	3714.640195
0	930.9689498	995.71466
Zfp800	1187.973828	1272.113638
Ino80d	3420.238882	5790.221157
Ncapd2	2657.868211	2902.96901
Abca1	11309.6131	2690.685519
Sult2a1	884.2514025	854.5767543
5830418K08Rik	2614.713064	3321.199486
Ifi27l2a	3838.368957	1968.960148
0	1652.828605	1393.489119
Hscb	5249.106732	4061.464705
LOC100045315	2665.065482	3288.545376
Entpd4	1193.059919	1120.406204
Rpl39l	946.1935907	1120.025678
Cox6a1	64565.44152	65522.45571
Wdr7	1153.146172	1238.526297
Lin7a	963.4413336	1174.506866
Fuk	4329.082239	7579.25191
Gpd1	65510.09284	35141.25381
BC018465	981.7162139	909.6422431
Nkx6-1	1043.715402	1026.523166
Crebl2	1581.292178	1620.495527
Gm3854	1540.17592	923.3485886
Cdca3	1276.125291	1004.171984
0	1027.271927	1013.738229
Armc6	3871.751775	2964.343148
AW061147	3639.037893	3856.159748
Zdhhc12	3173.729146	3384.158214
Crlf2	5799.446864	1939.050157
Sc4mol	16258.35141	42927.95229
Klhl28	7572.213468	10052.61307
Zfat	1765.640279	1301.088656
Gemin7	2384.588854	2338.676
Gm6126	8258.395775	9457.50601
Xrn1	1732.906679	2070.559257
Gm3941	1109.450218	939.3104557
Fam159b	1019.327497	939.9304576
D6Ertd474e	967.0538391	873.7721519
